0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
+1000,	105.102,	+1000,	577.116,	237.85,	+1000,	+1000,	394.562,	+1000,	136.535,	+1000,	+1000,	
358.892,	+1000,	+1000,	350.623,	209.301,	+1000,	710.131,	+1000,	+1000,	+1000,	187.715,	+1000,	
+1000,	+1000,	+1000,	+1000,	634.035,	+1000,	+1000,	857.79,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	342.758,	+1000,	+1000,	+1000,	767.631,	+1000,	+1000,	+1000,	+1000,	
193.941,	+1000,	+1000,	953.702,	+1000,	+1000,	+1000,	149.472,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	893.006,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	341.378,	+1000,	
+1000,	+1000,	103.919,	+1000,	+1000,	+1000,	+1000,	186.421,	+1000,	+1000,	+1000,	311.227,	
+1000,	+1000,	+1000,	753.288,	684.603,	+1000,	381.388,	290.759,	+1000,	+1000,	+1000,	311.831,	
+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	120.777,	+1000,	+1000,	397.052,	208.724,	
+1000,	+1000,	+1000,	805.912,	+1000,	+1000,	215.639,	975.849,	+1000,	+1000,	+1000,	+1000,	

+1000,	+1000,	+1000,	774.906,	361.606,	+1000,	887.317,	+1000,	+1000,	+1000,	483.735,	+1000,	
+1000,	+1000,	+1000,	407.156,	631.029,	+1000,	+1000,	552.098,	+1000,	+1000,	379.915,	+1000,	
+1000,	+1000,	+1000,	237.148,	265.382,	+1000,	+1000,	342.923,	400.807,	+1000,	75.211,	+1000,	
119.004,	+1000,	+1000,	20.633,	28.698,	+1000,	+1000,	406.676,	+1000,	+1000,	84.236,	+1000,	
765.401,	940.779,	+1000,	40.369,	563.846,	901.19,	974.919,	+1000,	+1000,	+1000,	394.518,	+1000,	
420.105,	+1000,	+1000,	92.414,	302.14,	+1000,	+1000,	168.03,	+1000,	+1000,	746.29,	+1000,	
+1000,	+1000,	+1000,	444.51,	363.995,	+1000,	+1000,	360.551,	+1000,	+1000,	981.262,	+1000,	
+1000,	+1000,	+1000,	506.615,	+1000,	+1000,	+1000,	289.037,	209.261,	+1000,	+1000,	11.025,	
+1000,	+1000,	+1000,	475.065,	161.989,	+1000,	+1000,	+1000,	+1000,	+1000,	79.348,	+1000,	
549.23,	+1000,	+1000,	873.408,	523.576,	+1000,	+1000,	856.643,	+1000,	+1000,	+1000,	+1000,	

989.304,	+1000,	+1000,	106.593,	510.355,	201.681,	+1000,	85.225,	607.374,	+1000,	93.15,	908.669,	
+1000,	+1000,	+1000,	383.597,	126.988,	+1000,	+1000,	506.684,	+1000,	+1000,	95.924,	+1000,	
+1000,	+1000,	+1000,	45.621,	160.593,	+1000,	+1000,	+1000,	+1000,	+1000,	184.336,	+1000,	
+1000,	+1000,	+1000,	59.594,	885.392,	+1000,	+1000,	838.007,	+1000,	+1000,	51.303,	+1000,	
785.159,	+1000,	+1000,	135.168,	126.891,	+1000,	+1000,	+1000,	7.183,	+1000,	871.082,	+1000,	
+1000,	+1000,	+1000,	366.739,	705,	+1000,	+1000,	328.28,	+1000,	+1000,	369.263,	+1000,	
+1000,	+1000,	+1000,	130.04,	+1000,	+1000,	+1000,	264.496,	+1000,	+1000,	992.805,	+1000,	
+1000,	+1000,	+1000,	57.945,	+1000,	+1000,	+1000,	274.737,	306.269,	+1000,	+1000,	+1000,	
637.591,	+1000,	+1000,	384.588,	+1000,	+1000,	+1000,	548.349,	+1000,	+1000,	376.041,	+1000,	
+1000,	+1000,	+1000,	154.673,	683.079,	+1000,	942.789,	119.924,	304.174,	+1000,	+1000,	916.718,	
