0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
26.034,	305.249,	+1000,	1.3,	8.862,	+1000,	103.591,	29.965,	508.324,	235.515,	9.061,	107.261,	
35.365,	47.069,	406.626,	61.074,	48.231,	802.045,	55.467,	38.499,	307.124,	112.95,	96.19,	306.656,	
310.767,	115.411,	+1000,	19.07,	18.927,	+1000,	121.414,	12.609,	107.589,	100.136,	45.213,	7.556,	
166.701,	+1000,	+1000,	7.618,	4.062,	504.829,	326.919,	66.477,	507.926,	704.916,	36.392,	309.559,	
531.724,	351.458,	+1000,	2.749,	1.691,	603.296,	184.513,	27.38,	305.557,	183.519,	29.69,	103.665,	
260.052,	+1000,	+1000,	16.422,	23.282,	100.981,	17.913,	45.136,	304.424,	1.789,	118.865,	810.022,	
176.04,	618.135,	201.407,	18.669,	7.537,	407.009,	57.831,	70.23,	201.123,	130.867,	26.24,	6.474,	
3.819,	307.703,	+1000,	43.783,	124.9,	903.183,	388.117,	19.278,	1.374,	40.036,	64.542,	608.862,	
38.287,	+1000,	+1000,	48.638,	3.663,	404.483,	327.756,	41.161,	304.548,	153.718,	230.231,	310.829,	
241.347,	+1000,	+1000,	54.789,	109.071,	912.322,	27.199,	48.076,	504.801,	142.636,	58.663,	106.181,	

38.248,	+1000,	+1000,	23.776,	19.248,	702.454,	2.593,	8.356,	705.124,	199.268,	145.058,	108.71,	
103.009,	309.632,	+1000,	83.002,	11.042,	504.119,	11.189,	47.203,	906.729,	77.701,	164.875,	212.476,	
159.093,	+1000,	+1000,	11.436,	22.645,	301.28,	14.879,	21.002,	+1000,	83.03,	153.296,	107.334,	
263.998,	+1000,	+1000,	30.644,	307.806,	502.75,	164.478,	151.325,	0.686,	232.519,	45.102,	9.673,	
109.661,	+1000,	+1000,	13.512,	141.917,	102.943,	65.818,	6.741,	713.887,	155.212,	44.931,	211.522,	
871.379,	23.636,	300.386,	31.963,	1.692,	704.26,	232.023,	36.502,	903.482,	241.1,	75.083,	208.148,	
21.332,	+1000,	+1000,	30.407,	30.036,	4.742,	12.174,	33.223,	12.276,	926.501,	25.935,	109.154,	
701.645,	+1000,	+1000,	49.011,	2.015,	+1000,	158.574,	121.643,	102.356,	623.029,	2.605,	11.081,	
5.801,	+1000,	+1000,	4.131,	18.407,	203.284,	105.747,	34.057,	705.347,	+1000,	99.988,	8.303,	
249.709,	+1000,	+1000,	26.591,	25.977,	302.553,	47.494,	43.611,	101.205,	107.086,	36.755,	608.142,	

410.188,	+1000,	+1000,	4.29,	11.707,	506.671,	58.463,	56.634,	207.512,	160.616,	34.32,	9.038,	
158.444,	643.665,	+1000,	57.145,	155.66,	1.408,	249.964,	32.836,	206.712,	484.871,	17.539,	9.113,	
+1000,	+1000,	+1000,	78.099,	44.697,	1.111,	91.597,	17.119,	9.183,	5.049,	68.502,	113.923,	
149.14,	+1000,	+1000,	1.478,	6.161,	509.806,	135.753,	61.497,	201.856,	+1000,	69.93,	609.473,	
126.084,	128.314,	+1000,	1.112,	103.818,	+1000,	167.523,	9.745,	12.527,	445.278,	46.843,	13.898,	
940.216,	445.63,	101.128,	8.92,	29.542,	503.872,	29.228,	6.278,	304.599,	732.41,	48.71,	207.45,	
15.113,	+1000,	203.154,	7.588,	7.007,	404.624,	83.709,	20.252,	104.237,	3.247,	88.165,	6.427,	
535.117,	311.605,	2.722,	16.819,	26.731,	601.171,	31.023,	32.894,	2.572,	175.505,	16.792,	309.633,	
13.17,	1.32,	+1000,	43.065,	2.329,	201.31,	76.256,	2.161,	16.677,	379.305,	54.304,	306.788,	
914.309,	32.507,	+1000,	16.907,	9.392,	105.997,	355.582,	26.15,	305.436,	5.394,	39.95,	312.5,	
