0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
+1000,	+1000,	+1000,	60.267,	5.973,	303.246,	+1000,	23.454,	+1000,	+1000,	76.797,	711.351,	
290.578,	131.163,	+1000,	213.279,	301.661,	+1000,	+1000,	115.251,	+1000,	+1000,	345.934,	909.945,	
33.541,	+1000,	+1000,	86.547,	226.345,	208.576,	186.329,	37.62,	507.845,	+1000,	92.057,	3.091,	
561.47,	+1000,	+1000,	32.169,	107.446,	+1000,	727.827,	32.931,	+1000,	864.017,	666.691,	+1000,	
247.109,	815.888,	501.056,	79.889,	316.65,	+1000,	683.759,	254.36,	309.088,	+1000,	70.922,	607.401,	
+1000,	+1000,	+1000,	117.436,	211.243,	+1000,	177.644,	8.959,	503.923,	+1000,	84.099,	+1000,	
+1000,	+1000,	+1000,	80.989,	116.59,	+1000,	+1000,	546.929,	206.686,	+1000,	48.176,	308.935,	
55.642,	+1000,	+1000,	86.66,	135.237,	802.796,	417.597,	265.536,	+1000,	+1000,	359.106,	+1000,	
+1000,	+1000,	+1000,	75.197,	120.942,	+1000,	287.511,	146.102,	302.866,	+1000,	358.635,	908.884,	
+1000,	+1000,	+1000,	82.236,	35.66,	+1000,	283.722,	157.545,	504.436,	622.258,	490.21,	+1000,	

+1000,	+1000,	+1000,	183.763,	150.861,	+1000,	594.704,	381.011,	506.753,	+1000,	57.331,	909.368,	
+1000,	+1000,	+1000,	13.841,	132.114,	+1000,	+1000,	652.413,	5.6,	+1000,	76.884,	510.999,	
555.224,	+1000,	+1000,	169.514,	120.11,	202.52,	192.578,	232.515,	+1000,	+1000,	64.868,	908.145,	
+1000,	+1000,	+1000,	40.457,	9.807,	+1000,	572.58,	770.698,	+1000,	450.418,	184.167,	+1000,	
285.406,	+1000,	+1000,	147.791,	559.709,	504.191,	366.49,	382.454,	+1000,	+1000,	67.673,	211.63,	
+1000,	+1000,	+1000,	84.347,	107.006,	101.788,	45.328,	48.094,	707.86,	+1000,	691.177,	+1000,	
609.092,	+1000,	+1000,	342.116,	24.169,	302.985,	+1000,	330.458,	+1000,	+1000,	199.446,	203.788,	
376.129,	+1000,	+1000,	122.454,	40.445,	504.091,	714.112,	150.343,	909.933,	+1000,	56.361,	+1000,	
23.154,	+1000,	+1000,	68.123,	201.096,	+1000,	75.123,	433.216,	+1000,	+1000,	293.36,	+1000,	
+1000,	+1000,	+1000,	80.771,	200.782,	201.884,	247.967,	+1000,	+1000,	+1000,	358.649,	14.686,	

335.685,	+1000,	+1000,	136.11,	205.944,	+1000,	+1000,	235.835,	+1000,	+1000,	85.101,	710.933,	
+1000,	+1000,	+1000,	9.662,	8.197,	204.065,	174.129,	491.631,	+1000,	+1000,	152.158,	211.088,	
+1000,	+1000,	+1000,	52.655,	598.16,	+1000,	51.114,	438.246,	+1000,	+1000,	44.07,	+1000,	
+1000,	329.731,	+1000,	266.071,	6.574,	+1000,	354.77,	335.078,	206.275,	+1000,	290.998,	5.03,	
+1000,	+1000,	+1000,	71.143,	229.326,	1.729,	396.493,	673.109,	3.587,	+1000,	281.304,	504.601,	
+1000,	+1000,	+1000,	79.563,	37.674,	+1000,	+1000,	272.436,	+1000,	+1000,	161.23,	712.849,	
+1000,	+1000,	+1000,	108.879,	108.409,	+1000,	742.283,	263.955,	+1000,	+1000,	35.127,	+1000,	
551.589,	945.819,	+1000,	345.178,	121.977,	305.918,	348.078,	50.811,	+1000,	82.823,	73.751,	+1000,	
495.66,	+1000,	+1000,	20.622,	12.695,	+1000,	753.452,	50.286,	509.162,	+1000,	357.83,	+1000,	
782.074,	+1000,	+1000,	15.519,	+1000,	505.41,	256.91,	148.777,	7.784,	+1000,	855.504,	214.954,	
