0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
+1000,	802.504,	+1000,	169.701,	3.005,	801.055,	104.713,	139.942,	408.833,	+1000,	68.216,	5.655,	
+1000,	+1000,	+1000,	39.959,	220.392,	304.177,	150.904,	50.649,	304.744,	799.936,	84.597,	608.921,	
+1000,	523.243,	+1000,	11.191,	35.071,	6.648,	1.047,	312.529,	303.366,	474.882,	7.776,	209.089,	
35.164,	+1000,	+1000,	154.116,	40.283,	+1000,	184.855,	46.329,	403.388,	+1000,	86.86,	3.474,	
360.267,	+1000,	305.597,	3.79,	107.588,	600.775,	83.005,	45.599,	408.297,	+1000,	63.996,	113.414,	
+1000,	+1000,	+1000,	46.992,	102.439,	807.652,	765.555,	41.511,	400.129,	+1000,	199.266,	605.98,	
824.876,	+1000,	+1000,	46.78,	113.578,	+1000,	377.927,	48.341,	504.41,	+1000,	90.153,	112.834,	
604.815,	+1000,	+1000,	59.518,	3.675,	201.815,	15.265,	17.058,	505.318,	+1000,	85.846,	7.651,	
196.738,	+1000,	+1000,	30.139,	19.586,	1.301,	73.984,	28.874,	100.242,	+1000,	71.677,	910.221,	
753.861,	+1000,	+1000,	6.185,	106.247,	+1000,	23.256,	61.498,	8.286,	60.449,	39.916,	511.081,	

+1000,	+1000,	+1000,	74.771,	40.128,	602.84,	693.945,	126.355,	+1000,	323.588,	31.273,	409.651,	
47.923,	907.099,	+1000,	3.049,	31.61,	402.734,	12.944,	113.253,	3.206,	+1000,	91.459,	706.115,	
136.53,	+1000,	+1000,	8.132,	24.46,	+1000,	428.245,	57.376,	108.38,	+1000,	164.055,	9.888,	
13.832,	14.054,	+1000,	241.751,	321.242,	+1000,	227.009,	86.346,	406.805,	290.256,	84.914,	109.72,	
+1000,	+1000,	+1000,	41.816,	13.671,	+1000,	17.399,	140.405,	805.297,	434.547,	180.876,	8.724,	
756.659,	216.55,	+1000,	10.593,	28.212,	802.17,	163.759,	34.537,	907.563,	818.407,	98.335,	6.091,	
+1000,	+1000,	+1000,	39.426,	18.565,	904.528,	1.561,	104.162,	+1000,	+1000,	40.915,	109.243,	
+1000,	+1000,	+1000,	9.486,	35.979,	+1000,	6.361,	31.334,	+1000,	+1000,	181.306,	605.184,	
803.09,	+1000,	+1000,	19.573,	236.449,	+1000,	29.103,	47.923,	905.506,	+1000,	165.763,	+1000,	
+1000,	111.096,	+1000,	2.313,	46.916,	800.223,	83.504,	19.743,	704.884,	+1000,	42.269,	109.646,	

834.139,	+1000,	+1000,	47.75,	5.506,	200.529,	90.3,	42.916,	8.14,	+1000,	51.469,	+1000,	
711.351,	+1000,	+1000,	15.724,	246.348,	+1000,	109.225,	138.45,	613.626,	+1000,	82.079,	+1000,	
+1000,	+1000,	+1000,	5.511,	100.52,	309.953,	324.644,	56.719,	109.331,	+1000,	58.594,	312.553,	
749.678,	+1000,	2.315,	15.999,	12.087,	501.694,	12.152,	2.602,	405.814,	339.216,	59.388,	3.878,	
+1000,	+1000,	+1000,	146.881,	5.977,	204.297,	733.445,	63.771,	406.881,	375.027,	79.627,	510.123,	
12.779,	+1000,	101.527,	9.305,	108.332,	210.872,	38.868,	54.266,	3.459,	325.676,	26.408,	411.539,	
+1000,	+1000,	+1000,	45.575,	112.167,	+1000,	70.636,	16.706,	806.891,	865.706,	181.362,	5.846,	
+1000,	+1000,	+1000,	47.019,	28.764,	300.79,	291.526,	63.711,	+1000,	+1000,	143.249,	109.667,	
731.669,	+1000,	+1000,	38.571,	20.881,	903.374,	207.237,	171.172,	+1000,	361.859,	61.736,	302.506,	
+1000,	+1000,	+1000,	6.25,	157.97,	+1000,	121.643,	114.618,	301.372,	+1000,	48.958,	13.556,	
