0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
410.916,	+1000,	+1000,	21.648,	113.696,	411.515,	546.516,	62.808,	709.773,	361.332,	78.959,	107.253,	
159.033,	+1000,	+1000,	13.415,	46.585,	202.103,	593.937,	117.002,	207.171,	+1000,	58.177,	608.094,	
+1000,	+1000,	+1000,	18.938,	101.688,	+1000,	696.222,	49.581,	+1000,	+1000,	134.864,	+1000,	
22.6,	+1000,	+1000,	18.968,	14.656,	302.208,	328.4,	22.762,	8.114,	72.697,	367.837,	+1000,	
+1000,	+1000,	+1000,	26.93,	212.203,	603.142,	552.062,	69.681,	409.083,	873.755,	98.668,	312.212,	
419.313,	+1000,	+1000,	57.521,	10.393,	+1000,	64.854,	45.5,	4.678,	342.812,	97.956,	9.871,	
80.652,	204.07,	+1000,	7.417,	218.07,	705.976,	438.275,	13.483,	205.874,	+1000,	229.59,	18.05,	
10.692,	+1000,	+1000,	189.679,	6.326,	506.379,	978.499,	98.391,	2.196,	125.032,	396.757,	311.837,	
55.722,	+1000,	+1000,	91.576,	66.089,	106.497,	663.626,	39.373,	108.234,	+1000,	175.179,	+1000,	
47.324,	+1000,	+1000,	18.533,	103.307,	105.234,	154.526,	212.071,	+1000,	+1000,	89.552,	207.415,	

48.411,	+1000,	+1000,	167.592,	55.851,	807.006,	894.878,	27.495,	611.049,	695.811,	319.437,	+1000,	
2.311,	+1000,	+1000,	23.173,	111.052,	205.338,	96.063,	133.269,	101.49,	631.698,	193.597,	106.289,	
43.144,	144.34,	+1000,	17.149,	127.109,	403.912,	30.876,	56.133,	504.062,	917.595,	62.334,	910.109,	
230.843,	125.191,	+1000,	117.671,	67.278,	701.819,	136.864,	40.305,	8.908,	36.614,	152.117,	506.244,	
146.233,	+1000,	+1000,	142.603,	20.72,	+1000,	77.275,	31.384,	+1000,	+1000,	28.653,	8.693,	
118.535,	43.524,	+1000,	185.786,	24.951,	105.623,	58.717,	223.075,	+1000,	382.756,	51.031,	13.188,	
293.88,	414.292,	+1000,	20.949,	42.345,	+1000,	126.679,	54.648,	704,	+1000,	257.902,	+1000,	
551.479,	239.314,	+1000,	118.89,	224.512,	105.84,	78.517,	37.059,	+1000,	+1000,	43.754,	209.566,	
151.113,	11.769,	+1000,	10.211,	185.777,	700.639,	269.887,	5.799,	507.442,	+1000,	184.009,	113.705,	
32.978,	+1000,	+1000,	53.842,	27.777,	+1000,	172.582,	26.69,	101.23,	696.962,	396.708,	8.77,	

236.647,	+1000,	+1000,	88.897,	223.453,	704.486,	394.561,	32.615,	7.714,	+1000,	80.067,	607.813,	
332.653,	612.596,	+1000,	18.481,	30.746,	702.072,	96.16,	31.44,	+1000,	646.316,	186.61,	+1000,	
244.542,	708.636,	+1000,	39.565,	128.068,	108.533,	281.513,	33.175,	10.959,	+1000,	171.03,	411.396,	
11.082,	+1000,	+1000,	106.558,	107.153,	+1000,	700.233,	28.65,	606.55,	+1000,	55.687,	106.572,	
10.584,	+1000,	+1000,	36.366,	27.731,	+1000,	960.815,	44.226,	207.052,	+1000,	139.542,	208.143,	
14.885,	+1000,	+1000,	60.396,	233.659,	103.499,	719.303,	459.335,	0.79,	+1000,	374.228,	108.877,	
614.544,	+1000,	+1000,	27.008,	1.004,	5.106,	464.103,	81.878,	101.764,	+1000,	94.329,	109.114,	
+1000,	+1000,	+1000,	95.454,	163.031,	4.555,	724.599,	82.883,	+1000,	+1000,	83.591,	407.633,	
863.562,	908.088,	+1000,	31.322,	106.679,	+1000,	86.407,	262.408,	409.282,	+1000,	77.395,	809.782,	
110.205,	17.836,	+1000,	86.315,	16.421,	+1000,	683.501,	42.916,	+1000,	+1000,	67.803,	816.18,	
