0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
226.181,	+1000,	+1000,	52.348,	18.302,	300.825,	35.854,	85.402,	11.935,	446.021,	44.332,	205.365,	
+1000,	101.625,	0.717,	59.28,	17.859,	203.426,	27.083,	72.009,	6.125,	55.059,	86.818,	16.17,	
1.692,	+1000,	+1000,	26.468,	30.971,	1.684,	10.877,	23.709,	305.549,	224.719,	72.645,	105.427,	
412.28,	+1000,	+1000,	17.125,	9.39,	601.096,	106.588,	43.165,	0.696,	430.632,	160.398,	108.31,	
659.163,	+1000,	+1000,	4.706,	37.891,	503.891,	131.021,	19.782,	212.089,	799.312,	54.998,	13.598,	
541.272,	+1000,	+1000,	28.015,	5.137,	+1000,	172.622,	53.86,	914.881,	31.424,	58.378,	106.407,	
149.159,	816.057,	+1000,	47.794,	15.579,	+1000,	79.47,	53.677,	206.782,	64.9,	45.439,	404.755,	
311.643,	+1000,	+1000,	5.811,	108.784,	0.875,	91.907,	20.846,	202.175,	186.184,	64.332,	108.829,	
190.747,	618.101,	+1000,	76.618,	253.137,	401.376,	40.386,	10.159,	211.245,	63.741,	8.011,	3.522,	
79.891,	203.387,	+1000,	22.894,	4.515,	+1000,	27.97,	11.45,	207.105,	344.723,	176.842,	609.248,	

118.246,	+1000,	+1000,	26.503,	218.602,	703.45,	30.156,	11.489,	104.244,	21.662,	51.668,	508.217,	
8.243,	612.782,	+1000,	57.481,	34.409,	402.17,	20.949,	74.016,	106.007,	588.051,	34.345,	111.003,	
11.73,	+1000,	+1000,	105.525,	30.123,	4.935,	22.225,	68.427,	202.754,	658.159,	5.264,	209.046,	
38.432,	+1000,	3.717,	2.726,	36.976,	+1000,	46.152,	2.168,	110.088,	97.744,	42.885,	709.091,	
305.235,	103.808,	+1000,	7.186,	4.538,	209.664,	239.559,	49.718,	+1000,	65.261,	239.367,	3.907,	
29.083,	934.264,	+1000,	49.154,	30.596,	300.282,	59.339,	55.12,	8.815,	274.454,	61.988,	906.745,	
11.613,	142.272,	+1000,	5.664,	117.321,	100.873,	85.378,	44.864,	4.707,	153.705,	172.375,	2.563,	
+1000,	+1000,	+1000,	7.178,	92.587,	304.939,	59.254,	33.016,	4.074,	762.575,	51.558,	9.661,	
+1000,	19.635,	+1000,	5.431,	14.094,	304.465,	18.758,	145.938,	+1000,	802.648,	57.482,	111.185,	
521.13,	331.757,	+1000,	6.135,	2.965,	+1000,	144.822,	93.504,	404.636,	53.799,	103.592,	707.868,	

144.557,	910.604,	+1000,	28.159,	164.182,	101.88,	86.725,	25.127,	+1000,	196.216,	50.077,	906.78,	
616.818,	718.117,	+1000,	44.932,	2.433,	601.014,	48.29,	9.28,	804.919,	17.079,	19.302,	108.293,	
80.441,	410.84,	+1000,	6.911,	233.723,	502.044,	51.697,	38.014,	103.405,	223.189,	55.286,	9.619,	
397.851,	1.431,	801.792,	3.477,	94.337,	202.697,	452.653,	19.204,	4.206,	130.003,	50.487,	308.43,	
54.495,	+1000,	+1000,	36.219,	20.956,	+1000,	132.738,	264.782,	+1000,	643.672,	47.761,	4.322,	
+1000,	+1000,	3.443,	52.156,	90.587,	+1000,	65.622,	0.632,	3.019,	169.357,	22.45,	407.036,	
12.197,	+1000,	+1000,	3.71,	105.997,	4.933,	6.556,	41.38,	403.913,	12.595,	178.126,	105.588,	
9.593,	+1000,	+1000,	34.4,	10.293,	+1000,	33.848,	14.459,	707.198,	518.954,	152.587,	411.276,	
356.567,	105.405,	+1000,	13.372,	214.069,	105.76,	283.105,	47.786,	513.934,	94.427,	67.334,	215.14,	
39.793,	+1000,	+1000,	2.628,	27.123,	+1000,	32.404,	16.144,	202.125,	296.816,	49.116,	410.5,	
