0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
149.473,	+1000,	+1000,	283.08,	170.165,	+1000,	+1000,	69.78,	+1000,	+1000,	190.268,	510.07,	
748.613,	+1000,	+1000,	51.114,	921.539,	402.881,	+1000,	367.551,	+1000,	+1000,	781.695,	+1000,	
697.528,	502.495,	+1000,	86.097,	44.014,	301.566,	516.661,	57.762,	709.508,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	441.375,	110.043,	+1000,	900.021,	365.996,	+1000,	+1000,	588.684,	+1000,	
+1000,	+1000,	+1000,	98.521,	921.956,	+1000,	+1000,	259.642,	804.149,	+1000,	+1000,	+1000,	
506.589,	+1000,	+1000,	+1000,	106.919,	+1000,	867.407,	67.422,	+1000,	+1000,	+1000,	708.749,	
672.569,	+1000,	+1000,	+1000,	314.996,	+1000,	+1000,	+1000,	+1000,	+1000,	80.156,	910.486,	
+1000,	+1000,	+1000,	748.319,	72.063,	507.168,	+1000,	154.458,	+1000,	+1000,	989.218,	+1000,	
+1000,	+1000,	+1000,	26.55,	404.803,	+1000,	+1000,	753.398,	700.23,	+1000,	289.996,	+1000,	
56.482,	12.803,	+1000,	30.889,	142.981,	+1000,	+1000,	+1000,	+1000,	+1000,	587.707,	+1000,	

+1000,	+1000,	101.366,	40.396,	+1000,	+1000,	179.947,	22.637,	+1000,	+1000,	+1000,	406.28,	
726.931,	+1000,	+1000,	217.206,	123.604,	+1000,	+1000,	363.686,	+1000,	+1000,	574.202,	+1000,	
+1000,	+1000,	+1000,	283.522,	6.918,	+1000,	+1000,	42.358,	+1000,	+1000,	389.774,	+1000,	
+1000,	+1000,	+1000,	297.125,	216.151,	+1000,	+1000,	640.079,	+1000,	+1000,	997.816,	+1000,	
+1000,	+1000,	+1000,	631.092,	226.601,	507.491,	+1000,	336.636,	+1000,	+1000,	343.178,	+1000,	
+1000,	+1000,	+1000,	124.971,	250.937,	202.154,	+1000,	48.162,	+1000,	+1000,	154.617,	416.947,	
+1000,	+1000,	+1000,	431.192,	138.463,	404.485,	+1000,	57.117,	+1000,	+1000,	198.553,	610.799,	
+1000,	+1000,	+1000,	130.723,	64.321,	+1000,	+1000,	719.599,	+1000,	+1000,	569.946,	+1000,	
+1000,	+1000,	+1000,	116.604,	184.024,	+1000,	+1000,	748.112,	+1000,	+1000,	162.138,	10.993,	
179.47,	903.879,	+1000,	31.996,	630.264,	+1000,	+1000,	+1000,	6.201,	+1000,	784.477,	+1000,	

+1000,	+1000,	+1000,	793.115,	131.559,	+1000,	382.525,	343.815,	+1000,	+1000,	591.014,	+1000,	
724.126,	+1000,	+1000,	16.425,	466.199,	+1000,	+1000,	50.956,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	32.278,	+1000,	4.56,	+1000,	402.428,	+1000,	+1000,	370.814,	+1000,	
+1000,	+1000,	+1000,	366.038,	632.528,	+1000,	780.9,	554.313,	+1000,	+1000,	372.895,	+1000,	
803.536,	+1000,	+1000,	299.654,	846.114,	+1000,	+1000,	39.867,	+1000,	+1000,	684.462,	+1000,	
706.324,	135.369,	+1000,	213.606,	472.09,	+1000,	26.699,	82.023,	218.974,	+1000,	92.354,	+1000,	
903.974,	+1000,	+1000,	3.94,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	10.11,	+1000,	+1000,	195.603,	344.875,	+1000,	+1000,	59.767,	+1000,	
+1000,	+1000,	+1000,	390.96,	503.05,	4.338,	+1000,	977.163,	+1000,	+1000,	647.644,	+1000,	
+1000,	+1000,	+1000,	253.92,	+1000,	+1000,	+1000,	354.513,	+1000,	+1000,	+1000,	+1000,	
