0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
107.947,	+1000,	+1000,	+1000,	824.724,	+1000,	677.291,	74.368,	+1000,	+1000,	770.72,	+1000,	
+1000,	101.332,	+1000,	779.708,	517.413,	+1000,	+1000,	+1000,	+1000,	+1000,	157.934,	+1000,	
817.194,	749.967,	+1000,	30.725,	535.49,	+1000,	+1000,	119.002,	414.532,	+1000,	367.971,	909.474,	
+1000,	+1000,	+1000,	23.007,	413.038,	+1000,	286.842,	539.592,	+1000,	+1000,	349.496,	808.847,	
+1000,	813.91,	+1000,	42.752,	9.261,	+1000,	+1000,	132.848,	808.242,	+1000,	187.479,	+1000,	
+1000,	+1000,	+1000,	420.639,	+1000,	+1000,	330.216,	171.764,	+1000,	+1000,	753.179,	+1000,	
+1000,	+1000,	+1000,	102.231,	738.557,	+1000,	+1000,	144.698,	706.824,	+1000,	672.639,	+1000,	
148.48,	+1000,	+1000,	140.423,	768.267,	303.856,	+1000,	478.496,	+1000,	+1000,	194.223,	+1000,	
+1000,	+1000,	+1000,	125.915,	427.322,	+1000,	960.056,	647.653,	9.941,	+1000,	591.393,	511.987,	
+1000,	+1000,	+1000,	170.883,	114.062,	+1000,	+1000,	292.675,	+1000,	+1000,	72.439,	+1000,	

261.631,	+1000,	+1000,	659.791,	+1000,	602.669,	85.419,	61.795,	+1000,	+1000,	494.495,	+1000,	
+1000,	+1000,	102.147,	364.162,	458.692,	4.096,	+1000,	197.963,	+1000,	+1000,	997.25,	+1000,	
749.786,	+1000,	+1000,	218.971,	921.361,	+1000,	+1000,	631.738,	+1000,	+1000,	491.921,	18.363,	
+1000,	908.674,	+1000,	115.515,	992.441,	+1000,	944.156,	291.271,	+1000,	+1000,	79.267,	+1000,	
+1000,	18.674,	401.034,	688.753,	831.758,	+1000,	165.413,	52.508,	+1000,	+1000,	261.229,	+1000,	
+1000,	109.034,	+1000,	698.136,	332.198,	+1000,	+1000,	+1000,	+1000,	+1000,	365.722,	+1000,	
+1000,	+1000,	+1000,	256.275,	38.666,	+1000,	+1000,	745.17,	+1000,	+1000,	382.923,	+1000,	
+1000,	+1000,	+1000,	989.846,	16.827,	+1000,	+1000,	777.76,	+1000,	+1000,	271.435,	+1000,	
+1000,	901.103,	102.569,	623.141,	528.321,	+1000,	+1000,	285.718,	+1000,	+1000,	284.509,	+1000,	
291.07,	+1000,	+1000,	309.748,	377.218,	+1000,	+1000,	147.196,	+1000,	+1000,	+1000,	+1000,	

+1000,	+1000,	+1000,	380.624,	11.208,	+1000,	+1000,	304.592,	+1000,	+1000,	97.664,	+1000,	
+1000,	+1000,	+1000,	+1000,	211.137,	+1000,	+1000,	23.205,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	357.982,	514.567,	+1000,	+1000,	41.158,	105.686,	+1000,	796.489,	+1000,	
301.4,	+1000,	+1000,	335.394,	243.454,	+1000,	+1000,	175.804,	+1000,	+1000,	321.336,	+1000,	
+1000,	+1000,	+1000,	276.603,	541.956,	+1000,	+1000,	586.734,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	481.025,	184.392,	+1000,	977.745,	80.187,	+1000,	+1000,	199.738,	+1000,	
+1000,	+1000,	+1000,	414.808,	128.21,	+1000,	9.791,	835.917,	2.541,	+1000,	366.647,	+1000,	
152.434,	+1000,	+1000,	7.226,	116.282,	+1000,	+1000,	980.676,	210.108,	+1000,	+1000,	+1000,	
874.833,	+1000,	+1000,	+1000,	36.218,	+1000,	460.702,	171.727,	13.195,	+1000,	51.871,	+1000,	
+1000,	+1000,	+1000,	47.39,	139.11,	+1000,	+1000,	47.621,	606.047,	+1000,	291.193,	+1000,	
