0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
161.309,	24.456,	204.433,	4.506,	4.272,	2.653,	11.768,	3.46,	6.524,	33.064,	163.271,	7.082,	
7.158,	16.804,	501.31,	2.898,	9.88,	1.445,	65.053,	23.426,	102.667,	73.176,	43.215,	7.082,	
90.49,	4.256,	1.694,	6.343,	7.736,	1.432,	59.672,	15.509,	101.692,	38.995,	45.29,	106.07,	
46.765,	128.674,	+1000,	2.764,	7.175,	1.87,	12.815,	29.01,	303.02,	213.141,	32.317,	11.046,	
98.469,	15.825,	+1000,	34.138,	4.348,	100.526,	82.115,	13.092,	102.187,	152.194,	49.69,	7.607,	
40.636,	109.629,	+1000,	10.765,	39.616,	207.569,	35.61,	4.965,	6.429,	349.592,	30.184,	207.278,	
14.377,	515.355,	+1000,	5.701,	13.421,	105.065,	30.473,	17.084,	200.956,	123.932,	39.977,	7.507,	
331.295,	107.579,	+1000,	14.923,	3.67,	100.738,	8.399,	5.641,	100.585,	486.409,	22.215,	3.233,	
191.592,	202.248,	+1000,	1.961,	9.762,	1.068,	30.647,	22.336,	1.51,	17.8,	18.731,	104.709,	
35.007,	425.149,	+1000,	3.665,	7.631,	104.002,	4.972,	44.094,	101.19,	+1000,	34.058,	14.457,	

1.135,	7.025,	+1000,	9.168,	19.61,	4.187,	33.988,	10.667,	209.504,	337.266,	21.488,	111.392,	
66.926,	218.888,	+1000,	38.948,	39.373,	1.045,	54.19,	1.79,	106.603,	179.411,	63.504,	4.015,	
46.652,	5.016,	+1000,	27.975,	9.712,	201.375,	15.968,	62.417,	4.167,	49.521,	69.007,	106.135,	
9.854,	1.104,	+1000,	4.394,	11.32,	210.663,	122.182,	2.651,	105.294,	101.302,	19.451,	714.673,	
115.283,	532.004,	+1000,	3.15,	30.109,	204.5,	15.095,	13.418,	5.702,	722.669,	27.409,	116.526,	
45.257,	110.05,	303.033,	1.542,	16.943,	103.137,	12.164,	15.983,	1.973,	70.752,	38.165,	11.044,	
87.521,	11.802,	+1000,	12.382,	34.76,	1.98,	73.965,	18.897,	5.473,	23.468,	38.244,	107.951,	
21.008,	5.077,	405.285,	9.696,	6.446,	5.523,	36.077,	30.382,	301.27,	14.621,	29.313,	11.025,	
5.009,	102.034,	+1000,	16.919,	12.574,	3.177,	17.861,	40.308,	3.256,	306.852,	36.833,	406.238,	
15.292,	6.437,	+1000,	8.262,	3.18,	406.245,	11.305,	15.56,	4.853,	536.925,	41.869,	210.023,	

6.982,	15.113,	105.482,	16.297,	3.528,	501.693,	5.153,	28.281,	306.115,	460.017,	18.331,	8.438,	
46.227,	11.381,	+1000,	4.78,	13.34,	1.68,	86.261,	22.109,	4.266,	335.749,	36.505,	104.109,	
81.575,	2.076,	+1000,	7.026,	2.416,	3.018,	67.673,	42.338,	105.477,	36.001,	55.01,	107.042,	
3.696,	135.352,	1.93,	25.147,	36.438,	200.879,	73.683,	32.765,	2.808,	332.254,	20.999,	106.115,	
47.112,	10.915,	+1000,	12.358,	0.653,	504.916,	8.725,	0.794,	3.337,	830.298,	69.492,	314.338,	
14.126,	+1000,	+1000,	9.687,	5.803,	9.919,	21.467,	7.456,	3.347,	270.248,	61.813,	216.099,	
375.436,	426.808,	209.78,	1.335,	1.909,	203.483,	33.539,	25.009,	303.256,	195.602,	61.544,	208.101,	
187.183,	104.774,	+1000,	7.437,	38.278,	107.326,	30.395,	16.355,	109.028,	89.48,	57.686,	110.733,	
57.253,	10.129,	+1000,	15.886,	9.636,	1.965,	3.811,	2.569,	202.113,	173.273,	60.532,	5.665,	
244.867,	205.237,	+1000,	15.115,	16.361,	10.063,	43.618,	28.833,	5.022,	60.494,	52.757,	7.126,	
