0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
138.472,	+1000,	+1000,	256.017,	+1000,	+1000,	244.743,	476.661,	+1000,	+1000,	142.101,	+1000,	
916.974,	114.475,	+1000,	269.29,	342.62,	+1000,	+1000,	674.686,	+1000,	+1000,	192.224,	+1000,	
+1000,	+1000,	+1000,	96.359,	451.931,	201.224,	66.458,	418.261,	708.232,	+1000,	48.815,	+1000,	
627.557,	+1000,	+1000,	103.279,	116.921,	+1000,	53.117,	59.178,	514.493,	+1000,	76.506,	+1000,	
126.911,	3.402,	+1000,	94.501,	79.241,	+1000,	207.634,	153.317,	+1000,	71.494,	173.013,	714.859,	
+1000,	15.222,	+1000,	215.901,	145.921,	501.104,	60.757,	105.35,	+1000,	+1000,	46.534,	+1000,	
711.136,	+1000,	+1000,	58.274,	519.391,	14.814,	334.14,	121.809,	+1000,	+1000,	86.314,	201.513,	
383.545,	+1000,	+1000,	91.752,	173.318,	+1000,	294.391,	824.791,	+1000,	+1000,	365.466,	12.704,	
573.732,	204.728,	+1000,	114.351,	121.463,	108.872,	616.666,	47.039,	+1000,	+1000,	52.598,	+1000,	
630.067,	346.914,	+1000,	103.464,	46.13,	101.592,	289.466,	146.986,	+1000,	+1000,	170.455,	+1000,	

+1000,	611.868,	+1000,	27.567,	144.493,	+1000,	188.54,	31.218,	+1000,	774.81,	70.575,	+1000,	
293.549,	+1000,	+1000,	18.88,	45.323,	+1000,	+1000,	145.507,	+1000,	732.302,	351.056,	+1000,	
650.329,	121.805,	+1000,	117.363,	402.617,	+1000,	330.528,	156.256,	602.755,	+1000,	192.686,	+1000,	
+1000,	+1000,	+1000,	16.471,	126.95,	704.297,	226.834,	148.266,	406.068,	+1000,	545.483,	+1000,	
706.92,	212.941,	+1000,	25.624,	317.137,	106.318,	56.63,	222.07,	603.857,	+1000,	464.404,	104.381,	
+1000,	107.338,	+1000,	85.664,	860.451,	+1000,	562.785,	141.198,	104.77,	+1000,	64.171,	+1000,	
+1000,	+1000,	+1000,	35.95,	517.181,	+1000,	497.423,	168.236,	+1000,	830.664,	463.971,	613.455,	
506.752,	+1000,	602.848,	170.713,	8.028,	110.372,	441.077,	70.683,	206.278,	266.859,	294.54,	104.905,	
4.11,	+1000,	+1000,	38.401,	31.278,	+1000,	228.012,	166.273,	+1000,	844.942,	74.15,	805.677,	
465.899,	+1000,	+1000,	55.655,	301.771,	+1000,	247.127,	182.324,	+1000,	+1000,	67.276,	208.025,	

+1000,	+1000,	+1000,	131.043,	543.793,	+1000,	24.876,	72.807,	+1000,	+1000,	387.193,	+1000,	
354.621,	+1000,	+1000,	40.145,	24.71,	+1000,	+1000,	51.162,	+1000,	+1000,	171.914,	411.215,	
+1000,	+1000,	+1000,	106.892,	659.211,	+1000,	+1000,	44.629,	107.155,	+1000,	840.583,	+1000,	
+1000,	+1000,	+1000,	101.781,	814.952,	201.409,	215.715,	71.494,	+1000,	+1000,	291.107,	+1000,	
+1000,	502.631,	+1000,	29.901,	119.675,	405.061,	+1000,	540.707,	105.082,	+1000,	485.906,	+1000,	
503.388,	+1000,	+1000,	92.171,	+1000,	+1000,	264.422,	221.576,	209.281,	+1000,	60.297,	617.355,	
487.646,	+1000,	+1000,	53.083,	231.434,	+1000,	99.278,	64.484,	+1000,	+1000,	40.117,	+1000,	
141.437,	+1000,	+1000,	117.268,	252.928,	+1000,	+1000,	94.914,	701.819,	+1000,	65.675,	+1000,	
694.233,	+1000,	+1000,	17.367,	40.135,	+1000,	+1000,	183.383,	+1000,	+1000,	85.277,	+1000,	
955.828,	+1000,	+1000,	214.389,	506.659,	+1000,	133.833,	340.76,	313.439,	+1000,	289,	+1000,	
