0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
156.545,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
46.557,	+1000,	+1000,	+1000,	+1000,	104.251,	+1000,	495.322,	+1000,	+1000,	+1000,	+1000,	
923.579,	+1000,	+1000,	+1000,	600.664,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
564.435,	+1000,	+1000,	+1000,	19.113,	+1000,	+1000,	252.244,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	575.01,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
+1000,	704.718,	+1000,	+1000,	727.529,	508.261,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
886.915,	+1000,	+1000,	681.988,	763.626,	+1000,	+1000,	+1000,	810.404,	+1000,	+1000,	614.947,	
+1000,	+1000,	+1000,	+1000,	630.624,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	214.803,	+1000,	+1000,	+1000,	+1000,	+1000,	985.876,	+1000,	
143.58,	+1000,	+1000,	584.973,	349.122,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
426.982,	+1000,	+1000,	+1000,	+1000,	302.416,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	789.93,	500.384,	+1000,	+1000,	258.117,	+1000,	+1000,	+1000,	+1000,	
+1000,	45.082,	+1000,	+1000,	+1000,	+1000,	+1000,	498.337,	412.6,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	738.445,	+1000,	+1000,	258.903,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	117.348,	+1000,	+1000,	+1000,	
479.199,	+1000,	+1000,	97.251,	243.357,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
903.081,	+1000,	+1000,	+1000,	544.47,	+1000,	+1000,	285.102,	+1000,	+1000,	+1000,	714.356,	
+1000,	806.884,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	571.895,	+1000,	+1000,	578.01,	+1000,	
+1000,	724.511,	+1000,	+1000,	183.193,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
791.312,	+1000,	+1000,	+1000,	845.178,	+1000,	+1000,	277.455,	+1000,	+1000,	+1000,	+1000,	
365.651,	+1000,	+1000,	+1000,	136.297,	+1000,	+1000,	+1000,	+1000,	+1000,	492.563,	+1000,	
584.101,	+1000,	+1000,	436.201,	51.466,	+1000,	+1000,	+1000,	+1000,	+1000,	970.901,	+1000,	
724.699,	+1000,	+1000,	251.67,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
412.678,	+1000,	+1000,	+1000,	733.377,	+1000,	+1000,	374.154,	+1000,	+1000,	+1000,	+1000,	
556.127,	117.409,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
88.112,	+1000,	+1000,	+1000,	72.716,	+1000,	+1000,	+1000,	+1000,	+1000,	988.961,	+1000,	
219.74,	+1000,	+1000,	+1000,	441.61,	+1000,	+1000,	864.429,	907.577,	+1000,	197.554,	+1000,	
