0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
+1000,	1.896,	+1000,	4.697,	28.169,	5.008,	417.144,	339.583,	8.127,	+1000,	192.669,	709.075,	
648.341,	502.36,	+1000,	48.374,	40.445,	701.8,	16.01,	58.849,	706.065,	+1000,	588.18,	612.029,	
+1000,	+1000,	+1000,	44.613,	9.191,	+1000,	139.928,	51.791,	+1000,	+1000,	82.133,	+1000,	
10.198,	+1000,	101.724,	47.981,	3.512,	+1000,	489.885,	138.271,	711.541,	+1000,	170.028,	+1000,	
97.753,	11.695,	+1000,	27.866,	6.811,	4.825,	988.984,	145.338,	405.126,	+1000,	150.484,	410.465,	
61.438,	+1000,	801.841,	215.858,	112.489,	+1000,	+1000,	56.101,	409.422,	+1000,	76.92,	113.327,	
435.033,	+1000,	+1000,	341.487,	147.738,	303.29,	133.162,	77.701,	209.302,	+1000,	77.252,	110.283,	
53.41,	209.069,	501.955,	259.924,	128.237,	5.96,	+1000,	174.71,	+1000,	+1000,	71.838,	903.384,	
244.54,	+1000,	+1000,	90.408,	50.717,	601.02,	893.517,	38.832,	+1000,	+1000,	63.804,	210.2,	
865.875,	+1000,	+1000,	33.122,	112.984,	+1000,	+1000,	34.996,	807.757,	+1000,	488.233,	+1000,	
475.725,	+1000,	+1000,	30.836,	62.093,	+1000,	83.77,	123.266,	911.089,	+1000,	168.998,	306.268,	
727.085,	+1000,	+1000,	21.643,	30.41,	102.865,	351.667,	57.917,	+1000,	+1000,	399.542,	9.896,	
+1000,	419.137,	+1000,	18.697,	112.009,	911.053,	+1000,	75.38,	306.505,	+1000,	186.815,	220.109,	
370.533,	234.018,	+1000,	28.346,	116.115,	+1000,	96.572,	137.876,	504.444,	+1000,	66.996,	108.496,	
+1000,	+1000,	103.383,	66.93,	206.483,	610.257,	+1000,	251.921,	+1000,	+1000,	81.515,	209.154,	
614.118,	+1000,	+1000,	2.063,	1.847,	2.856,	584.994,	78.203,	+1000,	+1000,	96.636,	707.005,	
844.226,	+1000,	+1000,	84.247,	18.567,	405.223,	+1000,	60.536,	107.958,	+1000,	313.68,	+1000,	
2.374,	+1000,	+1000,	0.925,	309.879,	+1000,	81.399,	238.401,	+1000,	+1000,	77.772,	511.638,	
159.6,	102.501,	+1000,	14.32,	223.193,	300.564,	130.891,	51.708,	2.053,	+1000,	59.455,	507.073,	
127.04,	28.708,	+1000,	118.612,	3.11,	4.257,	+1000,	137.816,	507.151,	+1000,	159.94,	+1000,	
567.785,	+1000,	+1000,	53.98,	29.204,	+1000,	+1000,	91.389,	107.059,	+1000,	180.059,	7.496,	
113.412,	+1000,	+1000,	61.428,	285.52,	+1000,	862.07,	46.658,	408.19,	+1000,	181.886,	209.611,	
+1000,	41.153,	+1000,	1.016,	46.511,	710.963,	76.189,	174.781,	10.857,	+1000,	58.568,	809.38,	
491.318,	216.332,	+1000,	13.329,	204.348,	+1000,	+1000,	8.572,	612.082,	+1000,	79.629,	+1000,	
172.535,	+1000,	+1000,	133.345,	1.911,	300.253,	286.619,	44.508,	303.694,	+1000,	84.605,	+1000,	
759.513,	+1000,	+1000,	49.958,	8.153,	+1000,	390.282,	65.758,	106.556,	+1000,	79.458,	+1000,	
+1000,	2.291,	+1000,	66.932,	4.529,	803.162,	+1000,	108.904,	210.13,	+1000,	91.733,	+1000,	
73.507,	+1000,	+1000,	86.678,	7.285,	703.745,	+1000,	55.691,	206.737,	+1000,	35.191,	306.957,	
+1000,	+1000,	+1000,	42.686,	21.096,	+1000,	258.969,	26.992,	+1000,	+1000,	182.661,	8.286,	
37.842,	510.063,	+1000,	60.571,	21.388,	504.548,	624.479,	33.577,	308.68,	+1000,	695.043,	+1000,	
