0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
20.036,	+1000,	+1000,	184.419,	124.211,	603.3,	+1000,	698.774,	210.86,	+1000,	79.199,	214.126,	
925.968,	13.377,	701.123,	311.239,	234.887,	603.13,	+1000,	245.878,	505.344,	+1000,	599.777,	+1000,	
140.97,	+1000,	+1000,	51.448,	40.142,	902.397,	+1000,	84.17,	+1000,	+1000,	67.705,	+1000,	
715.895,	+1000,	+1000,	46.153,	34.468,	+1000,	+1000,	85.265,	+1000,	+1000,	+1000,	112.13,	
238.805,	102.756,	+1000,	22.954,	41.817,	+1000,	+1000,	85.72,	8.267,	+1000,	95.525,	308.172,	
45.308,	+1000,	+1000,	51.605,	3.742,	304.203,	+1000,	63.87,	+1000,	+1000,	185.272,	414.041,	
+1000,	719.144,	+1000,	48.261,	48.724,	103.292,	+1000,	94.743,	+1000,	+1000,	186.744,	7.683,	
473.085,	+1000,	+1000,	48.849,	39.67,	+1000,	+1000,	55.366,	+1000,	+1000,	86.176,	+1000,	
188.001,	152.649,	+1000,	360.896,	334.261,	+1000,	+1000,	247.699,	605.142,	+1000,	297.375,	412.177,	
194.561,	16.895,	+1000,	25.027,	48.954,	305.819,	+1000,	55.84,	508.913,	+1000,	557.11,	+1000,	
344.639,	+1000,	+1000,	193.125,	349.405,	709.287,	+1000,	24.729,	809.028,	+1000,	485.341,	+1000,	
633.744,	913.389,	702.856,	150.351,	12.705,	+1000,	+1000,	150.796,	9.942,	+1000,	191.687,	+1000,	
18.92,	121.101,	+1000,	222.972,	667.945,	904.304,	183.611,	244.274,	+1000,	+1000,	293.362,	413.211,	
649.669,	208.249,	+1000,	93.236,	215.574,	+1000,	+1000,	72.512,	711.513,	+1000,	496.713,	111.102,	
355.086,	106.219,	+1000,	97.589,	51.719,	310.715,	+1000,	455.651,	+1000,	+1000,	94.004,	+1000,	
14.705,	+1000,	+1000,	28.173,	6.479,	1.788,	+1000,	74.537,	505.748,	+1000,	782.737,	+1000,	
618.939,	409.856,	+1000,	181.642,	29.155,	+1000,	+1000,	58.449,	415.273,	+1000,	294.474,	+1000,	
285.191,	22.457,	+1000,	59.174,	509.249,	+1000,	356.106,	65.894,	209.259,	+1000,	278.134,	115.962,	
871.43,	2.65,	+1000,	45.74,	116.099,	200.802,	+1000,	273.947,	+1000,	+1000,	79.829,	+1000,	
73.086,	+1000,	+1000,	173.637,	118.451,	601.24,	+1000,	58.073,	+1000,	+1000,	365.31,	+1000,	
+1000,	738.666,	+1000,	184.167,	52.796,	500.606,	+1000,	137.975,	407.415,	+1000,	669.81,	13.22,	
298.626,	821.862,	+1000,	8.695,	149.36,	904.769,	+1000,	61.316,	+1000,	+1000,	295.464,	615.472,	
382.173,	+1000,	+1000,	61.752,	13.07,	+1000,	+1000,	60.257,	9.486,	+1000,	90.932,	14.562,	
47.697,	+1000,	+1000,	150.378,	208.034,	403.103,	+1000,	151.792,	+1000,	+1000,	93.998,	710.983,	
807.525,	+1000,	+1000,	343.573,	109.457,	400.546,	289.368,	244.826,	109.853,	+1000,	87.12,	712.995,	
+1000,	203.901,	+1000,	87.514,	118.453,	100.514,	+1000,	61.304,	5.204,	+1000,	91.076,	406.555,	
444.095,	+1000,	+1000,	201.843,	31.239,	+1000,	+1000,	86.527,	405.891,	+1000,	388.276,	705.535,	
184.265,	+1000,	+1000,	43.12,	43.23,	306.124,	+1000,	60.846,	909.926,	+1000,	486.244,	115.343,	
837.052,	310.878,	100.485,	61.663,	110.22,	603.231,	905.132,	158.829,	407.767,	+1000,	680.238,	407.17,	
+1000,	+1000,	+1000,	131.599,	144.476,	201.557,	+1000,	53.118,	508.837,	+1000,	69.38,	318.002,	
