0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
1.564,	+1000,	+1000,	3.908,	4.352,	1.436,	66.066,	9.55,	106.377,	180.181,	82.103,	112.604,	
478.939,	311.309,	+1000,	3.003,	4.647,	202.238,	26.648,	40.021,	9.681,	121.448,	47.139,	7.628,	
1.524,	563.525,	2.759,	5.657,	2.692,	3.906,	17.341,	16.099,	7.316,	781.088,	46.647,	6.061,	
111.271,	110.044,	0.22,	5.046,	6.883,	501.966,	7.963,	30.127,	203.951,	81.012,	43.592,	10.467,	
4.501,	2.565,	501.412,	13.977,	1.866,	1.262,	5.151,	19.796,	102.455,	232.752,	35.313,	406.993,	
11.087,	403.842,	502.368,	1.709,	4.605,	2.105,	0.795,	30.028,	102.832,	+1000,	53.748,	6.522,	
55.411,	+1000,	+1000,	3.17,	1.273,	4.775,	45.586,	29.342,	4.54,	210.022,	20.848,	10.005,	
2.858,	3.032,	+1000,	7.814,	5.318,	109.344,	11.605,	29.458,	10.347,	288.571,	20.705,	109.475,	
96.098,	6.366,	+1000,	4.2,	17.738,	602.874,	48.191,	7.569,	106.544,	591.878,	60.599,	10.567,	
108.352,	104.354,	301.532,	29.705,	3.482,	306.269,	76.338,	20.438,	105.301,	84.006,	18.521,	113.043,	
192.988,	227.429,	100.484,	5.964,	28.286,	5.679,	29.261,	21.458,	8.493,	31.209,	46.022,	5.187,	
9.954,	2.177,	5.232,	19.099,	16.975,	405.349,	85.814,	20.259,	102.806,	632.602,	53.518,	5.026,	
3.559,	637.953,	+1000,	0.775,	13.411,	203.793,	32.497,	5.791,	4.837,	186.903,	18.476,	205.425,	
250.829,	113.457,	+1000,	1.161,	9.057,	2.572,	63.261,	23.342,	207.528,	147.572,	46.618,	6.553,	
56.542,	637.605,	+1000,	11.09,	6.038,	7.223,	238.152,	12.12,	3.963,	132.409,	53.572,	13.42,	
3.879,	8.785,	+1000,	1.624,	4.826,	6.56,	62.223,	30.566,	6.703,	461.113,	70.884,	9.392,	
8.406,	204.077,	102.484,	2.352,	6.055,	5.684,	29.449,	28.942,	3.77,	562.876,	41.379,	18.988,	
34.132,	3.76,	+1000,	4.464,	0.377,	0.98,	3.454,	34.503,	2.457,	310.971,	60.565,	110.352,	
46.901,	8.605,	+1000,	5.743,	13.492,	1.673,	70.35,	25.761,	4.85,	364.368,	28.845,	110.941,	
59.458,	130.006,	+1000,	5.349,	3.265,	208.487,	0.889,	6.08,	3.175,	154.164,	55.699,	9.968,	
27.396,	226.209,	3.465,	16.079,	1.557,	105.434,	17.635,	20.712,	2.365,	476.899,	41.258,	109.896,	
16.238,	2.701,	+1000,	0.658,	10.244,	2.869,	2.755,	27.82,	203.144,	16.439,	43.112,	105.218,	
13.077,	355.268,	+1000,	1.723,	15.211,	103.703,	12.2,	24.797,	103.045,	169.873,	63.469,	5.748,	
8.42,	50.805,	2.108,	0.129,	19.914,	8.302,	18.558,	1.983,	7.546,	133.527,	45.361,	5.018,	
103.035,	319.476,	+1000,	10.321,	0.75,	6.992,	10.735,	9.85,	3.094,	129.843,	32.7,	2.447,	
168.863,	1.47,	+1000,	9.646,	10.751,	1.119,	34.644,	17.056,	2.918,	941.056,	33.188,	6.224,	
32.494,	+1000,	2.037,	3.809,	6.016,	3.983,	23.208,	40.646,	2.842,	+1000,	43.419,	14.683,	
2.807,	9.825,	1.37,	8.637,	6.02,	405.137,	0.32,	37.39,	0.641,	131.389,	38.05,	4.482,	
159.7,	1.247,	701.282,	11.363,	0.201,	201.162,	88.531,	20.653,	3.224,	470.051,	46.195,	216.258,	
73.353,	56.828,	+1000,	1.731,	101.148,	401.694,	78.7,	10.298,	5.024,	+1000,	51.735,	6.852,	
