0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
145.428,	+1000,	105.689,	14.792,	652.086,	+1000,	+1000,	57.943,	+1000,	+1000,	90.92,	412.645,	
991.089,	+1000,	+1000,	45.639,	413.623,	701.851,	+1000,	177.707,	+1000,	+1000,	776.173,	108.837,	
35.754,	+1000,	+1000,	37.582,	132.452,	+1000,	+1000,	72.949,	207.864,	+1000,	398.517,	+1000,	
659.04,	+1000,	+1000,	127.32,	143.531,	511.053,	+1000,	237.195,	+1000,	+1000,	84.177,	+1000,	
+1000,	+1000,	+1000,	82.982,	19.992,	+1000,	+1000,	49.828,	+1000,	+1000,	+1000,	+1000,	
16.086,	915.721,	901.736,	736.043,	243.813,	+1000,	+1000,	91.96,	+1000,	+1000,	+1000,	+1000,	
221.186,	+1000,	+1000,	237.842,	162.027,	202.073,	+1000,	592.668,	915.958,	+1000,	+1000,	+1000,	
+1000,	439.064,	+1000,	805.77,	705.986,	403.568,	357.78,	965.992,	+1000,	+1000,	391.304,	+1000,	
+1000,	+1000,	+1000,	589.688,	69.028,	+1000,	372.56,	159.862,	704.613,	+1000,	289.356,	+1000,	
+1000,	117.549,	+1000,	165.605,	127.693,	+1000,	+1000,	75.013,	+1000,	+1000,	275.316,	+1000,	
390.425,	31.817,	+1000,	140.461,	738.846,	108.777,	+1000,	690.156,	+1000,	+1000,	171.481,	+1000,	
531.52,	+1000,	+1000,	64.926,	124.537,	+1000,	+1000,	386.777,	+1000,	+1000,	963.019,	+1000,	
+1000,	114.591,	+1000,	239.737,	23.048,	+1000,	+1000,	140.625,	+1000,	+1000,	753.804,	913.461,	
+1000,	+1000,	+1000,	16.665,	649.723,	707.57,	+1000,	259.759,	113.462,	+1000,	589.947,	+1000,	
330.114,	925.355,	+1000,	205.933,	528.032,	804.503,	+1000,	661.858,	+1000,	+1000,	593.415,	+1000,	
+1000,	+1000,	+1000,	57.394,	28.973,	+1000,	+1000,	293.817,	+1000,	+1000,	587.038,	+1000,	
242.946,	+1000,	+1000,	9.304,	655.357,	+1000,	+1000,	568.751,	204.212,	+1000,	657.961,	919.217,	
718.927,	+1000,	+1000,	350.539,	240.189,	504.241,	907.356,	81.01,	7.306,	+1000,	596.573,	+1000,	
+1000,	+1000,	301.303,	90.182,	55.973,	+1000,	+1000,	256.325,	14.524,	+1000,	+1000,	914.773,	
214.271,	848.403,	+1000,	315.494,	510.154,	508.598,	+1000,	82.378,	610.201,	+1000,	296.709,	607.895,	
338.747,	312.892,	+1000,	83.313,	112.053,	+1000,	+1000,	393.289,	+1000,	+1000,	297.521,	116.581,	
981.336,	+1000,	+1000,	266.477,	6.686,	+1000,	+1000,	276.265,	+1000,	+1000,	298.688,	509.494,	
111.927,	+1000,	+1000,	233.278,	427.189,	304.067,	+1000,	735.861,	+1000,	+1000,	370.565,	+1000,	
+1000,	+1000,	+1000,	108.574,	267.638,	704.805,	+1000,	373.99,	910.381,	+1000,	178.122,	+1000,	
210.534,	208.262,	+1000,	226.408,	32.919,	+1000,	+1000,	792.984,	808.593,	+1000,	+1000,	+1000,	
38.071,	+1000,	+1000,	247.852,	38.979,	405.446,	+1000,	50.575,	+1000,	+1000,	585.91,	+1000,	
107.588,	+1000,	+1000,	389.063,	+1000,	+1000,	+1000,	189.844,	+1000,	+1000,	565.116,	807.462,	
967.854,	25.514,	+1000,	380.245,	37.929,	805.856,	+1000,	62.109,	+1000,	+1000,	184.172,	+1000,	
540.238,	+1000,	+1000,	47.177,	51.155,	802.151,	+1000,	95.688,	509.517,	+1000,	395.099,	321.111,	
982.59,	+1000,	+1000,	346.29,	191.454,	+1000,	+1000,	72.617,	5.924,	+1000,	80.132,	+1000,	
