0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
+1000,	302.99,	+1000,	690.641,	+1000,	804.106,	+1000,	+1000,	103.233,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	342.789,	+1000,	+1000,	847.023,	+1000,	+1000,	694.279,	+1000,	
+1000,	+1000,	+1000,	+1000,	139.675,	+1000,	+1000,	490.167,	+1000,	+1000,	+1000,	219.302,	
412.555,	+1000,	+1000,	+1000,	539.687,	+1000,	+1000,	268.714,	+1000,	+1000,	+1000,	209.339,	
+1000,	+1000,	+1000,	376.634,	+1000,	+1000,	+1000,	+1000,	109.163,	+1000,	695.09,	21.493,	
838.135,	+1000,	+1000,	+1000,	418.416,	+1000,	+1000,	566.993,	+1000,	+1000,	+1000,	+1000,	
904.688,	313.57,	+1000,	+1000,	+1000,	101.822,	+1000,	178.121,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	347.521,	+1000,	+1000,	87.037,	+1000,	+1000,	+1000,	+1000,	
353.193,	+1000,	+1000,	+1000,	426.607,	+1000,	+1000,	165.736,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	460.573,	+1000,	+1000,	+1000,	114.597,	
+1000,	+1000,	+1000,	152.275,	+1000,	+1000,	+1000,	552.019,	+1000,	+1000,	+1000,	+1000,	
968.625,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	786.934,	214.28,	+1000,	+1000,	+1000,	
243.969,	+1000,	304.025,	+1000,	+1000,	+1000,	+1000,	450.983,	+1000,	+1000,	+1000,	+1000,	
295.025,	+1000,	+1000,	+1000,	69.798,	+1000,	+1000,	81.186,	411.496,	+1000,	+1000,	+1000,	
46.688,	+1000,	+1000,	515.735,	735.004,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
405.041,	+1000,	+1000,	+1000,	+1000,	201.958,	+1000,	856.621,	+1000,	+1000,	492.817,	+1000,	
885.378,	+1000,	+1000,	81.087,	27.37,	301.195,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
702.973,	+1000,	+1000,	138.628,	+1000,	+1000,	+1000,	184.384,	+1000,	+1000,	162.266,	+1000,	
129.717,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	73.297,	+1000,	+1000,	195.759,	+1000,	
570.116,	+1000,	+1000,	251.599,	149.206,	+1000,	+1000,	181.597,	+1000,	+1000,	498.116,	+1000,	
+1000,	+1000,	+1000,	869.109,	+1000,	+1000,	+1000,	841.903,	+1000,	+1000,	+1000,	+1000,	
379.896,	+1000,	+1000,	568.852,	253.19,	+1000,	+1000,	+1000,	+1000,	+1000,	470.31,	+1000,	
582.107,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	135.804,	+1000,	+1000,	797.166,	+1000,	
+1000,	+1000,	+1000,	+1000,	282.071,	+1000,	+1000,	988.315,	+1000,	+1000,	+1000,	+1000,	
804.022,	212.819,	+1000,	61.324,	607.624,	+1000,	+1000,	254.436,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	238.607,	+1000,	+1000,	395.609,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	113.228,	+1000,	+1000,	674.253,	+1000,	+1000,	385.51,	+1000,	
90.384,	+1000,	+1000,	+1000,	436.995,	+1000,	+1000,	+1000,	+1000,	+1000,	987.276,	112.434,	
+1000,	+1000,	+1000,	375.878,	457.796,	+1000,	+1000,	932.153,	+1000,	+1000,	+1000,	+1000,	
97.742,	9.981,	+1000,	+1000,	552.045,	407.104,	+1000,	574.889,	+1000,	+1000,	385.638,	921.497,	
