0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
845.218,	531.118,	+1000,	461.834,	306.3,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	910.212,	
560.196,	+1000,	+1000,	112.38,	121.402,	104.212,	+1000,	179.629,	+1000,	+1000,	431.615,	+1000,	
942.146,	+1000,	+1000,	125.272,	141.778,	103.221,	+1000,	761.294,	909.211,	+1000,	83.317,	312.659,	
798.504,	303.797,	+1000,	351.077,	21.421,	3.959,	+1000,	+1000,	+1000,	+1000,	663.08,	+1000,	
114.393,	+1000,	+1000,	740.663,	835.086,	+1000,	+1000,	+1000,	607.11,	+1000,	852.576,	713.873,	
756.949,	26.406,	+1000,	242.257,	462.444,	+1000,	+1000,	67.911,	+1000,	+1000,	499.892,	+1000,	
719.414,	+1000,	+1000,	387.865,	273.485,	+1000,	+1000,	99.068,	113.403,	+1000,	197.822,	+1000,	
519.017,	+1000,	+1000,	453.307,	854.329,	+1000,	+1000,	494.844,	806.49,	+1000,	+1000,	+1000,	
929.387,	+1000,	+1000,	652.469,	145.672,	+1000,	+1000,	278.703,	+1000,	+1000,	691.618,	+1000,	
251.397,	23.321,	+1000,	354.963,	150.444,	+1000,	+1000,	149.605,	+1000,	+1000,	87.589,	+1000,	
+1000,	+1000,	+1000,	406.487,	74.262,	+1000,	+1000,	791.694,	+1000,	+1000,	696.967,	+1000,	
+1000,	+1000,	+1000,	+1000,	431.404,	+1000,	+1000,	+1000,	305.954,	+1000,	+1000,	+1000,	
861.326,	+1000,	+1000,	248.243,	+1000,	+1000,	977.134,	84.315,	+1000,	+1000,	796.405,	+1000,	
419.222,	+1000,	+1000,	483.031,	126.075,	407.99,	+1000,	+1000,	+1000,	+1000,	+1000,	+1000,	
255.218,	+1000,	+1000,	317.277,	520.816,	105.779,	+1000,	792.359,	404.749,	+1000,	272.477,	+1000,	
864.969,	+1000,	+1000,	210.915,	228.146,	+1000,	+1000,	353.118,	+1000,	+1000,	95.262,	907.872,	
934.299,	+1000,	+1000,	163.503,	17.253,	903.619,	788.523,	+1000,	16.382,	+1000,	464.743,	+1000,	
+1000,	+1000,	+1000,	493.557,	312.047,	5.364,	+1000,	89.141,	+1000,	+1000,	282.826,	+1000,	
734.416,	+1000,	+1000,	142.444,	112.783,	+1000,	+1000,	192.386,	+1000,	+1000,	+1000,	+1000,	
+1000,	121.721,	+1000,	+1000,	235.11,	+1000,	+1000,	670.651,	+1000,	+1000,	+1000,	+1000,	
248.977,	+1000,	+1000,	90.562,	1.739,	+1000,	+1000,	246.511,	+1000,	+1000,	466.352,	+1000,	
554.424,	261.477,	+1000,	256.356,	25.171,	+1000,	+1000,	145.024,	+1000,	+1000,	881.261,	+1000,	
908.375,	+1000,	+1000,	300.613,	403.011,	4.859,	+1000,	252.071,	+1000,	+1000,	+1000,	+1000,	
+1000,	+1000,	+1000,	+1000,	246.706,	502.028,	+1000,	51.017,	405.002,	+1000,	96.205,	+1000,	
8.504,	+1000,	400.758,	41.07,	329.219,	+1000,	+1000,	182.499,	509.452,	+1000,	888.559,	309.604,	
+1000,	+1000,	+1000,	86.304,	148.273,	+1000,	+1000,	830.531,	711.489,	+1000,	668.721,	+1000,	
360.593,	+1000,	+1000,	615.713,	296.644,	+1000,	+1000,	86.508,	+1000,	+1000,	175.292,	+1000,	
239.286,	+1000,	301.18,	680.717,	338.515,	2.145,	+1000,	286.209,	112.578,	+1000,	174.115,	613.734,	
+1000,	+1000,	+1000,	138.463,	528.864,	402.015,	+1000,	552.654,	+1000,	+1000,	882.814,	914.407,	
16.274,	+1000,	+1000,	+1000,	5.047,	+1000,	+1000,	158.72,	+1000,	+1000,	+1000,	+1000,	
