0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
30.33,	8.633,	6.049,	5.568,	4.537,	103.326,	85.701,	25.348,	6.499,	374.882,	79.953,	212.129,	
61.189,	703.248,	+1000,	13.302,	13.917,	100.41,	202.191,	43.712,	4.001,	479.174,	55.917,	109.301,	
427.888,	16.159,	201.737,	14.725,	2.302,	3.877,	81.513,	40.654,	6.574,	136.93,	16.206,	4.205,	
2.525,	17.518,	+1000,	18.774,	29.551,	2.838,	47.774,	8.439,	4.038,	+1000,	34.916,	5.963,	
4.389,	2.94,	1.121,	8.619,	9.072,	402.589,	76.326,	35.823,	111.147,	894.552,	60.865,	9.717,	
4.96,	119.694,	+1000,	19.053,	30.306,	4.726,	7.724,	7.449,	4.163,	392.579,	41.057,	5.751,	
57.274,	101.712,	+1000,	13.553,	10.271,	6.817,	19.208,	9.77,	106.343,	+1000,	28.976,	9.497,	
140.187,	206.504,	+1000,	6.171,	1.438,	104.33,	140.715,	17.121,	2.687,	796.776,	59.444,	6.627,	
82.825,	133.961,	+1000,	2.532,	1.492,	4.788,	75.439,	10.798,	4.679,	881.875,	68.166,	9.18,	
10.828,	16.292,	202.201,	6.472,	2.732,	3.997,	32.252,	6.409,	106.187,	768.302,	62.973,	6.458,	
8.819,	8.34,	603.794,	29.211,	23.913,	6.249,	69.029,	25.308,	104.433,	376.819,	31.808,	7.929,	
4.596,	8.008,	400.357,	5.384,	6.975,	2.343,	32.208,	50.38,	103.339,	32.007,	47.31,	6.805,	
1.82,	112.579,	102.297,	59.083,	5.978,	103.046,	19.016,	12.259,	204.185,	+1000,	21.778,	8.169,	
0.569,	221.568,	+1000,	0.377,	9.512,	100.997,	99.427,	4.352,	3.202,	276.516,	42.227,	108.845,	
90.021,	132.162,	+1000,	19.909,	14.892,	101.23,	104.899,	35.628,	10.194,	49.567,	69.854,	108.675,	
51.743,	3.511,	+1000,	9.457,	3.129,	106.106,	86.892,	72.911,	5.8,	970.028,	36.479,	114.724,	
30.746,	724.679,	100.739,	11.486,	2.018,	5.343,	213.75,	20.944,	105.965,	140.901,	54.479,	8.655,	
207.242,	531.168,	+1000,	6.018,	31.513,	204.237,	46.604,	16.477,	10.654,	+1000,	56.266,	8.185,	
45.611,	504.743,	+1000,	7.771,	1.658,	2.845,	35.821,	27.816,	1.921,	653.788,	23.048,	10.342,	
77.103,	3.856,	+1000,	2.196,	29.372,	1.553,	82.097,	3.815,	1.902,	443.649,	70.114,	106.472,	
130.345,	4.99,	102.378,	5.379,	13.411,	300.886,	40.518,	44.873,	205.799,	111.482,	54.095,	6.246,	
136.085,	104.162,	+1000,	19.947,	0.273,	103.294,	97.606,	41.353,	2.002,	168.512,	43.764,	212.939,	
35.539,	104.355,	+1000,	6.17,	2.266,	4.57,	126.54,	22.359,	100.395,	95.183,	46.871,	108.946,	
13.442,	7.418,	+1000,	16.891,	13.392,	12.831,	100.594,	21.593,	3.465,	21.04,	40.257,	6.928,	
22.703,	226.307,	+1000,	3.413,	13.979,	2.396,	45.348,	6.822,	100.239,	613.284,	36.716,	8.784,	
4.31,	14.075,	1.222,	20.865,	9.248,	8.045,	31.208,	16.839,	103.747,	425.278,	73.604,	12.313,	
1.467,	208.537,	+1000,	9.08,	8.577,	102.332,	84.943,	31.262,	2.872,	180.836,	28.431,	111.247,	
29.769,	108.823,	904.698,	11.732,	7.807,	101.338,	10.296,	20.791,	303.832,	787.824,	29.952,	8.209,	
126.173,	201.812,	+1000,	23.819,	5.874,	202.438,	193.483,	23.258,	304.024,	573.329,	50.522,	207.307,	
130.536,	7.814,	+1000,	8.542,	2.436,	5.099,	10.315,	24.461,	5.969,	197.491,	53.422,	111.359,	
