0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
+1000,	+1000,	+1000,	246.488,	113.916,	+1000,	692.311,	56.442,	414.333,	+1000,	399.733,	617.937,	
684.943,	124.524,	+1000,	357.89,	201.598,	903.033,	+1000,	66.306,	+1000,	+1000,	387.424,	+1000,	
+1000,	+1000,	+1000,	64.159,	106.79,	+1000,	+1000,	36.092,	+1000,	+1000,	498,	+1000,	
76.347,	+1000,	+1000,	66.708,	207.646,	+1000,	+1000,	49.436,	9.06,	+1000,	778.875,	908.589,	
+1000,	+1000,	+1000,	26.611,	69.444,	104.578,	+1000,	165.112,	608.658,	+1000,	971.014,	+1000,	
472.049,	+1000,	+1000,	10.049,	18.524,	505.61,	+1000,	161.89,	904.264,	+1000,	94.493,	207.964,	
420.577,	+1000,	+1000,	58.357,	177.53,	+1000,	+1000,	56.605,	+1000,	+1000,	61.672,	410.605,	
813.144,	+1000,	+1000,	162.022,	17.776,	404.056,	+1000,	29.545,	505.667,	+1000,	396.348,	207.066,	
+1000,	8.302,	+1000,	21.649,	22.898,	+1000,	+1000,	388.039,	+1000,	+1000,	363.282,	510.588,	
+1000,	+1000,	+1000,	553.15,	526.902,	+1000,	+1000,	109.65,	+1000,	+1000,	78.121,	+1000,	
+1000,	+1000,	+1000,	73.218,	237.186,	+1000,	+1000,	239.397,	301.704,	+1000,	127.773,	+1000,	
+1000,	+1000,	+1000,	35.223,	132.609,	+1000,	+1000,	74.749,	405.129,	+1000,	296.471,	+1000,	
271.381,	+1000,	+1000,	67.102,	108.031,	4.644,	+1000,	480.665,	406.443,	+1000,	274.093,	606.836,	
+1000,	+1000,	+1000,	32.4,	26.011,	104.006,	+1000,	475.046,	+1000,	+1000,	85.345,	+1000,	
626.653,	+1000,	+1000,	194.692,	118.168,	+1000,	+1000,	151.735,	407.425,	+1000,	377.462,	821.94,	
318.971,	508.686,	+1000,	73.577,	38.095,	204.054,	+1000,	463.236,	+1000,	+1000,	586.241,	+1000,	
+1000,	+1000,	+1000,	101.385,	56.137,	504.133,	+1000,	150.563,	+1000,	+1000,	162.584,	+1000,	
68.359,	+1000,	+1000,	273.441,	159.304,	+1000,	+1000,	39.988,	+1000,	+1000,	563.049,	204.493,	
21.646,	+1000,	+1000,	24.384,	190.244,	211.792,	+1000,	184.865,	3.328,	+1000,	395.92,	+1000,	
63.478,	+1000,	+1000,	58.855,	144.082,	404.151,	+1000,	74.047,	208.237,	+1000,	82.183,	410.909,	
+1000,	+1000,	+1000,	83.975,	43.599,	+1000,	+1000,	281.405,	+1000,	+1000,	487.721,	+1000,	
212.307,	+1000,	+1000,	132.268,	315.255,	409.585,	+1000,	160.17,	805.372,	+1000,	389.816,	112.075,	
202.599,	+1000,	+1000,	205.861,	62.609,	+1000,	+1000,	+1000,	607.915,	+1000,	267.438,	911.525,	
930.785,	+1000,	+1000,	102.378,	125.864,	+1000,	+1000,	352.949,	+1000,	+1000,	182.991,	+1000,	
508.873,	+1000,	+1000,	103.376,	178.749,	+1000,	+1000,	50.197,	506.686,	+1000,	92.644,	+1000,	
+1000,	+1000,	+1000,	22.394,	215.029,	403.488,	+1000,	274.393,	+1000,	+1000,	298.797,	508.615,	
+1000,	+1000,	+1000,	18.786,	28.981,	204.413,	+1000,	66.576,	+1000,	+1000,	380.222,	909.362,	
450.017,	+1000,	+1000,	107.362,	28.723,	+1000,	+1000,	223.113,	812.448,	+1000,	366.706,	+1000,	
+1000,	+1000,	+1000,	171.45,	12.304,	+1000,	+1000,	99.605,	+1000,	+1000,	559.88,	315.99,	
530.328,	+1000,	+1000,	432.028,	13.935,	+1000,	+1000,	359.732,	+1000,	+1000,	692.261,	806.489,	
