0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
2.029,	1.338,	0.21,	3.155,	2.04,	201.73,	19.319,	39.603,	3.758,	+1000,	53.882,	9.994,	
46.852,	106.917,	+1000,	11.022,	7.28,	100.829,	17.419,	33.803,	0.632,	+1000,	56.774,	11.544,	
12.051,	10.076,	102.038,	21.5,	2.011,	300.77,	60.73,	1.67,	5.572,	+1000,	8.646,	5.375,	
27.403,	103.788,	1.398,	12.42,	4.724,	5.131,	23.053,	21.632,	12.518,	719.132,	53.243,	208.121,	
137.493,	7.454,	+1000,	1.37,	2.884,	8.426,	59.225,	1.743,	7.096,	+1000,	54.767,	4.863,	
6.032,	204.484,	+1000,	1.321,	7.915,	202.978,	53.163,	17.879,	5.889,	250.643,	33.711,	11.225,	
16.727,	101.745,	+1000,	3.129,	6.801,	103.537,	192.212,	4.87,	3.52,	52.175,	66.427,	9.72,	
3.206,	106.929,	+1000,	0.326,	6.513,	1.713,	39.507,	15.759,	3.088,	+1000,	55.758,	7.913,	
6.836,	11.87,	+1000,	10.501,	4.73,	2.43,	45.132,	43.419,	7.083,	+1000,	40.492,	107.403,	
24.279,	5.39,	+1000,	10.222,	1.984,	100.709,	4.025,	26.252,	306.908,	490.871,	66.289,	205.176,	
24.168,	104.208,	+1000,	4.822,	8.868,	4.216,	95.209,	26.778,	106.31,	+1000,	47.463,	4.422,	
18.657,	213.187,	+1000,	4.125,	19.201,	0.824,	1.799,	13.018,	6.948,	253.491,	33.273,	11.328,	
19.702,	23.678,	+1000,	1.432,	16.569,	301.969,	39.652,	10.738,	7.398,	718.787,	37.652,	6.665,	
3.043,	134.42,	+1000,	3.534,	9.558,	1.005,	24.511,	18.818,	8.918,	352.774,	40.287,	10.591,	
83.562,	105.517,	+1000,	7.627,	1.721,	200.671,	7.187,	12.983,	104.558,	765.673,	72.428,	9.264,	
1.38,	9.463,	301.014,	3.834,	2.116,	3.531,	155.35,	12.858,	7.067,	458.204,	46.626,	10.378,	
53.146,	25.571,	+1000,	12.055,	1.634,	1.5,	54.27,	20.623,	4.391,	300.205,	41.262,	6.035,	
142.196,	125.24,	302.879,	5.891,	5.137,	204.155,	102.733,	26.445,	101.652,	+1000,	52.407,	106.309,	
35.378,	2.566,	+1000,	5.244,	10.977,	6.714,	96.434,	18.463,	2.932,	+1000,	25.335,	8.707,	
16.646,	16.458,	2.694,	13.432,	12.751,	803.321,	37.969,	16.441,	3.639,	748.385,	58.239,	5.656,	
15.479,	7.607,	203.122,	6.381,	1.699,	107.6,	65.069,	31.567,	206.425,	321.958,	53.844,	5.197,	
55.866,	105.54,	200.741,	5.008,	5.444,	2.548,	12.398,	12.268,	5.659,	280.22,	76.28,	110.033,	
1.372,	339.535,	+1000,	2.548,	3.022,	0.951,	40.537,	6.341,	4.133,	+1000,	40.119,	3.324,	
78.652,	7.053,	+1000,	8.485,	1.593,	4.155,	150.595,	6.854,	10.162,	787.791,	40.893,	110.613,	
3.587,	3.788,	902.897,	2.915,	6.104,	101.777,	97.066,	14.649,	102.514,	+1000,	69.861,	9.851,	
41.401,	122.458,	+1000,	5.595,	6.824,	102.961,	44.829,	36.71,	6.304,	+1000,	54.576,	208.063,	
10.189,	22.468,	+1000,	14.643,	5.532,	5.174,	0.933,	32.201,	5.456,	285.978,	29.062,	110.194,	
17.081,	8.647,	500.268,	1.699,	5.672,	1.503,	94.061,	19.16,	5.295,	612.379,	20.783,	7.217,	
6.971,	14.403,	604.763,	5.82,	4.847,	11.019,	10.263,	41.295,	4.523,	+1000,	25.454,	9.603,	
87.951,	18.062,	5.658,	4.403,	14.171,	5.402,	29.72,	13.634,	4.954,	144.438,	61.986,	12.273,	
