0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
310.546,	+1000,	+1000,	180.957,	238.041,	307.007,	+1000,	69.582,	+1000,	+1000,	386.018,	+1000,	
757.736,	+1000,	+1000,	180.695,	221.928,	+1000,	+1000,	154.93,	807.849,	+1000,	367.808,	+1000,	
457.392,	+1000,	+1000,	125.606,	452.649,	+1000,	+1000,	386.522,	610.487,	+1000,	85.726,	815.584,	
484.276,	+1000,	+1000,	78.943,	170.366,	308.27,	+1000,	188.925,	+1000,	+1000,	191.583,	723.941,	
629.796,	+1000,	+1000,	489.935,	221.617,	+1000,	+1000,	280.776,	+1000,	+1000,	+1000,	11.334,	
921.468,	321.927,	404.195,	112.811,	10.642,	+1000,	+1000,	285.722,	+1000,	+1000,	690.376,	+1000,	
7.643,	601.534,	+1000,	436.412,	175.85,	+1000,	222.2,	80.967,	207.397,	+1000,	91.338,	18.065,	
+1000,	101.464,	+1000,	82.087,	46.534,	+1000,	+1000,	372.013,	8.118,	+1000,	682.745,	613.083,	
333.985,	100.183,	+1000,	706.618,	220.675,	601.736,	27.386,	66.198,	807.15,	+1000,	489.412,	+1000,	
739.002,	+1000,	+1000,	105.093,	39.134,	+1000,	+1000,	363.638,	+1000,	+1000,	573.835,	+1000,	
43.436,	217.762,	+1000,	205.261,	31.464,	502.568,	+1000,	390.696,	406.909,	+1000,	980.75,	614.383,	
+1000,	814.839,	+1000,	131.277,	546.378,	+1000,	+1000,	833.27,	508.785,	+1000,	277.853,	312.607,	
48.194,	333.113,	+1000,	118.203,	330.453,	117.975,	+1000,	169.89,	6.688,	+1000,	298.165,	+1000,	
312.733,	+1000,	+1000,	203.364,	19.376,	+1000,	+1000,	369.661,	+1000,	+1000,	199.555,	+1000,	
+1000,	26.464,	+1000,	182.021,	187.817,	+1000,	+1000,	60.819,	111.087,	+1000,	95.384,	811.574,	
171.538,	+1000,	+1000,	7.708,	45.424,	5.943,	+1000,	467.531,	+1000,	+1000,	90.854,	813.444,	
+1000,	+1000,	+1000,	59.131,	53.211,	+1000,	+1000,	72.351,	407.785,	+1000,	178.253,	815.486,	
258.384,	+1000,	+1000,	76.709,	218.581,	+1000,	+1000,	240.716,	+1000,	+1000,	497.816,	12.207,	
22.153,	+1000,	+1000,	160.635,	52.533,	606.928,	+1000,	38.685,	+1000,	+1000,	70.164,	312.008,	
188.183,	204.646,	+1000,	56.83,	203.03,	+1000,	+1000,	54.289,	807.624,	+1000,	269.232,	710.826,	
408.271,	+1000,	+1000,	477.903,	67.329,	508.231,	+1000,	93.17,	+1000,	+1000,	375.62,	+1000,	
4.463,	+1000,	+1000,	175.713,	353.582,	+1000,	+1000,	49.711,	+1000,	+1000,	863.323,	+1000,	
127.56,	+1000,	+1000,	83.957,	41.523,	201.085,	+1000,	351.678,	310.668,	+1000,	295.118,	+1000,	
244.24,	10.038,	+1000,	349.77,	608.363,	+1000,	+1000,	189.49,	+1000,	+1000,	353.877,	510.986,	
615.044,	+1000,	500.515,	90.184,	317.458,	+1000,	+1000,	162.401,	608.498,	+1000,	94.148,	+1000,	
+1000,	538.832,	+1000,	201.47,	40.992,	+1000,	+1000,	366.027,	+1000,	+1000,	493.232,	212.465,	
+1000,	+1000,	+1000,	848.028,	71.496,	902.365,	+1000,	149.979,	+1000,	+1000,	179.244,	+1000,	
+1000,	+1000,	+1000,	266.418,	574.256,	500.882,	+1000,	289.691,	+1000,	+1000,	83.173,	+1000,	
952.805,	+1000,	+1000,	197.66,	76.709,	205.487,	+1000,	576.676,	810.453,	+1000,	63.236,	210.318,	
236.482,	+1000,	+1000,	203.393,	146.718,	200.954,	+1000,	66.85,	9.163,	+1000,	678.029,	710.131,	
