0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
15.436,1.991,19.776,1.251,1.251,1.395,15.187,10.293,1.842,1.49,1.53,8.968,2.874,1.625,2.849,7.418,1.812,22.845,17.682,18.943,1.015,3.856,1.497,0.841,5.465,8.402,2.078,1.488,3.712,7.778,0.333,7.974,5.885,4.146,16.104,1.433,22.663,2.39,2.352,10.578,23.889,250.795,53.921,60.792,1.489,1.995,10.577,10.288,0.69,10.298,506.515,3.904,3.036,100.949,1.286,8.328,3.108,2.656
2.201,1.721,1.589,1.598,22.969,47.813,5.732,3.694,1.018,0.943,4.705,13.019,3.514,4.787,7.385,11.107,25.685,2.731,6.186,4.256,1.864,24.54,0.413,1.119,4.292,6.091,17.904,1.372,13.009,9.697,2.697,3.37,5.097,3.997,25.342,5.371,18.743,24.075,0.265,22.627,5.474,302.855,22.014,4.085,1.15,0.802,8.875,17.15,13.519,2.978,2.396,3.003,1.269,4.791,106.387,3.117,5.231,1.217
3.576,0.177,1.321,1.222,4.181,5.427,8.165,1.33,8.252,10.84,39.908,2.036,5.232,3.087,1.98,0.449,3.424,3.957,3.109,0.292,8.64,4.053,10.576,5.253,3.358,2.049,5.652,15.608,4.195,7.086,7.624,3.39,3.104,19.294,3.082,5.307,10.529,15.82,10.644,2.123,1.826,0.948,1.882,2.247,40.271,61.658,1.594,11.304,11.727,30.109,0.468,223.233,101.908,12.219,1.544,6.099,2.458,2.269
7.871,50.727,0.773,0.403,1.065,25.076,0.903,1.3,0.993,18.237,1.049,6.801,10.597,14.724,2.289,2.853,1.149,1.413,13.173,0.361,11.261,2.135,1.637,15.893,5.209,7.698,0.633,6.669,16.009,5.671,6.025,3.106,6.361,7.445,15.509,16.593,23.494,11.33,15.289,5.092,2.891,1.549,1.861,0.461,2.99,6.709,12.544,3.939,2.639,0.67,100.762,206.289,8.114,0.631,3.495,2.939,1.049,2.638
61.254,3.372,27.995,12.627,23.901,1.325,1.222,8.522,1.332,4.106,1.514,4.385,3.24,5.747,1.309,19.969,1.279,2.126,4.019,9.032,1.258,1.405,6.349,6.386,3.878,7.743,4.725,2.024,1.9,5.086,2.515,3.932,16.471,8.557,0.771,7.344,7.867,5.927,8.126,7.421,13.211,56.582,15.654,31.421,11.352,27.75,7.682,1.167,8.717,1.328,3.57,0.136,103.442,8.917,2.423,5.271,1.733,25.554
15.186,3.136,18.944,5.892,30.184,5.315,9.266,30.318,7.376,0.839,0.664,1.161,4.931,3.995,17.857,3.401,1.81,4.721,11.271,2.371,3.159,4.053,8.641,1.956,2.226,8.645,5.867,3.58,1.99,15.155,1.828,1.739,0.929,17.216,10.099,8.725,27.224,7.869,9.299,1.526,3.116,1.108,17.557,10.387,17.834,209.382,5.156,14.938,1.136,0.885,1.062,205.745,0.921,2.142,3.09,4.578,100.768,6.681
4.397,10.823,15.777,19.726,15.15,1.686,6.986,0.565,4.157,14.499,2.186,10.487,4.562,0.766,1.662,2.429,9.468,2.139,6.841,5.503,6.611,14.092,1.021,6.534,5.641,14.321,2.025,8.623,9.643,8.205,5.739,1.234,8.195,5.61,11.341,1.191,7.647,0.768,5.175,25.995,0.394,241.949,68.801,17.314,1.406,2.854,20.654,88.783,22.171,0.507,313.282,1.426,2.68,3.276,8.133,103.902,102.212,23.008
