0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
4.292,16.167,163.396,148.904,381.55,200.659,307.261,160.091,17.947,78.455,200.643,44.259,113.315,123.79,185.903,13.776,146.654,161.922,50.611,165.569,132.525,197.582,99.586,94.899,14.065,62.8,282.524,596.461,686.898,1000,88.807,129.174,66.959,1000,1000,238.481,93.401,1000,1000,1000,401.47,32.668,80.651,456.089,100.594,261.835,109.268,315.173,169.696,153.239,1000,303.771,100.605,110.797,1000,806.425,12.653,111.011
50.31,12.67,53.47,331.24,31.238,36.59,115.831,38.518,63.375,69.175,118.136,257.484,95.872,94.196,140.836,48.269,361.82,347.113,219.037,30.98,17.611,89.953,648.724,40.739,487.991,210.208,74.275,1000,2.776,336.304,299.157,964.921,1000,117.06,623.323,157.039,93.288,543.86,1000,941.819,1000,45.059,148.263,30.489,24.329,538.484,162.259,224.153,28.903,144.207,202.661,121.879,219.299,209.886,1000,1000,218.135,412.876
4.116,37.547,245.485,167.619,5.842,351.3,209.227,42.618,25.612,66.325,212.152,28.403,49.722,129.264,253.911,19.58,17.957,17.668,98.638,494.288,37.328,199.711,576.463,12.104,604.923,246.942,242.256,1000,1000,551.563,54.632,98.114,1000,1000,1000,63.926,70.184,723.301,553.356,1000,30.379,163.567,100.619,139.775,243.901,120.781,23.869,13.349,10.749,103.997,108.724,501.861,1000,108.447,319.175,204.367,1000,1000
27.29,110.444,48.056,34.581,385.879,143.255,113.703,71.215,444.941,297.635,6.452,2.381,28.827,80.725,99.177,42.575,27.588,82.52,277.098,146.078,34.125,64.707,901.471,16.848,799.762,244.466,255.273,836.391,341.921,1000,348.44,262.102,845.258,1000,2.741,84.744,286.099,999.525,1000,1000,602.081,62.929,69.803,64.202,362.598,381.084,211,181.52,20.101,64.652,200.628,6.42,1000,117.62,10.956,216.26,500.685,710.876
305.37,21.236,69.267,35.866,146.775,436.593,6.463,92.712,31.173,63.265,45.301,124.538,63.351,33.31,86.28,228.671,235.645,76.102,237.708,104.71,63.233,430.956,268.025,65.999,4.245,142.5,81.925,73.563,667.461,243.275,166.841,488.32,1000,428.64,297.048,259.337,53.542,18.549,386.981,197.023,791.608,501.956,67.506,163.333,61.83,58.611,102.287,227.608,15.288,202.767,1000,203.929,109.814,802.519,332.75,15.031,109.644,111.67
106.33,4.128,235.866,48.626,28.241,24.222,143.431,299.081,168.186,311.876,233.893,169.47,533.463,3.771,174.844,243.427,28.646,121.138,114.328,247.345,65.113,85.541,73.217,224.123,188.81,59.464,357.184,1000,462.379,8.751,252.2,37.805,1000,1000,1000,59.844,167.947,1000,156.105,1000,1000,306.511,32.805,371.165,11.876,13.584,62.683,22.563,47.282,40.002,402.753,1000,207.614,21.201,303.633,807.484,1000,104.055
508.191,121.476,350.997,156.419,20.824,78.73,64.71,15.826,7.28,284.705,19.452,45.373,14.284,209.154,532.068,346.095,137.922,154.922,357.639,37.768,166.263,59.046,397.156,74.047,33.439,1.687,154.207,366.713,867.72,1000,197.378,373.954,378.788,1000,1000,250.767,382.21,938.998,1000,870.541,15.874,32.277,15.766,15.946,77.297,470.728,32.22,5.454,10.797,67.362,1000,1000,105.304,511.18,5.901,304.724,600.14,814.526
