0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
16.058,0.392,1.162,12.206,7.118,2.412,4.169,5.56,8.775,7.396,8.504,1.125,2.201,5.354,5.593,4.355,0.848,17.109,1.484,6.764,11.444,8.826,9.413,0.787,1.1,1.592,0.661,2.11,30.885,1.987,11.161,7.588,6.818,13.269,27.058,13.92,21.938,11.181,23.612,143.538,2.149,3.656,10.603,16.337,3.882,3.116,10.968,10.931,5.192,1.642,106.057,5.01,105.738,5.821,1.295,8.48,3.494,5.975,1000,4.851,272.306,20.19,11.512,215.572,20.89,40.739,8.473,4.854
19.581,4.826,3.384,3.086,2.302,2.784,2.532,0.552,3.746,2.473,6.491,11.978,2.094,6.555,6.091,3.382,2.022,5.469,3.853,9.118,3.3,0.829,5.283,1.158,4.473,3.15,14.618,2.372,3.539,2.902,1.774,10.688,2.215,20.979,46.255,5.49,19.376,42.253,65.241,71.387,306.175,17.257,5.302,4.015,3.523,1.746,1.526,10.211,2.433,0.911,102.357,0.698,2.99,3.562,6.604,4.484,5.816,2.865,39.53,57.25,4.818,11.64,61.278,1.987,2.287,11.294,6.303,215.83
1.684,2.696,2.352,2.508,3.054,2.245,7.652,3.962,1.451,6.049,11.005,3.884,8.768,2.875,6.267,4.787,1.768,2.429,3.565,13.403,2.689,10.73,13.905,7.239,22.711,3.319,21.955,10.9,7.728,1.186,0.938,0.724,8.37,10.233,7.892,27.291,10.631,4.572,71.208,9.572,8.719,1.342,2.813,6.364,4.074,10.89,2.317,6.041,3.792,3.491,105.509,1.571,3.682,1.819,8.361,8.89,6.721,3.983,1.531,411.046,0.681,7.412,4.591,0.646,343.709,337.339,4.907,1.474
6.284,5.714,6.39,2.057,3.511,3.051,2.465,3.492,2.884,7.795,1.024,6.739,1.876,15.948,7.684,3.584,3.098,8.119,3.537,29.067,3.889,5.025,12.095,4.147,4.07,4.98,19.055,20.014,1.133,56.439,2.704,1.486,24.049,22.114,23.878,22.587,4.945,1.303,13.645,104.467,1.134,1.676,1.194,4.105,3.216,103.949,9.599,1.591,6.157,4.299,2.055,221.352,9.445,3.724,6.191,2.883,4.385,2.906,90.911,2.083,596.814,8.898,3.369,8.419,79.589,6.147,0.669,7.403
9.529,1.7,1.376,7.207,3.288,0.977,5.822,0.675,4.582,0.811,9.113,2.561,0.945,2.658,1.33,2.71,4.927,3.537,4.683,0.693,1.88,3.964,12.569,8.955,8.17,11.065,11.659,8.003,45.996,19.204,18.045,7.649,20.472,67.034,0.878,22.43,14.925,4.922,58.645,93.758,7.977,12.7,2.364,3.073,32.501,5.075,2.975,2.578,3.61,15.314,109.114,2.619,1.355,1.65,6.296,1.945,10.261,7.376,6.976,7.898,336.242,690.906,5.4,233.867,416.666,15.507,103.914,16.788
10.729,3.09,4.797,4.617,3.79,1.27,2.898,2.645,1.485,1.407,3.856,7.066,2.322,1.135,3.231,5.567,4.973,2.591,4.796,2.973,5.192,5.723,1.784,1.754,9.398,8.796,4.722,12.322,9.224,7.11,6.771,4.735,28.797,17.209,18.766,18.365,9.951,24.718,43.928,18.562,132.654,1.158,2.821,1.05,39.407,4.85,1.443,1.747,5.28,0.671,1.87,3.641,3.666,2.774,102.296,7.307,8.333,1.265,1000,3.45,1.078,0.242,8.656,108.295,0.906,13.776,7.52,5.907
1.212,1.86,3.384,2.058,10.059,0.742,5.271,1.723,2.749,10.203,3.348,1.159,5.071,12.004,8.106,2.335,1.832,1.133,11.148,2.131,4.712,15.438,3.378,3.039,2.794,15.077,0.976,12.714,2.24,7.878,30.763,1.389,37.495,18.22,47.262,30.833,3.893,45.208,37.587,9.517,4.704,8.999,26.822,2.606,33.213,22.681,2.737,3.451,0.293,5.822,1.972,105.284,2.551,108.244,3.067,6.194,4.787,4.434,5.109,9.621,60.428,2.565,420.426,14.711,9.064,3.672,63.541,72.49
