0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
15.485,160.684,2.002,9.786,16.234,128.549,3.851,38.127,11.618,5.114,9.582,2.349,3.589,11.37,4.855,11.167,24.111,75.748,36.848,1.459,16.494,22.894,1.187,23.78,18.729,4.656,47.31,39.678,18.736,2.121,11.192,50.712,17.213,26.215,81.052,18.377,50.211,156.102,262.84,265.669,305.251,14.835,31.935,2.962,8.541,28.752,20.483,9.413,16.532,21,2.091,104.976,3.314,7.406,4.851,7.748,8.084,127.199,3.725,1.878,1.599,1.532,63.071,5.218,14.644,166.426,28.543,46.997
2.986,1.639,22.886,5.23,1.218,1.465,23.029,27.064,0.62,4.537,8.234,5.825,9.201,3.49,15.081,15.407,11.844,1.13,13.661,22.871,21.686,27.545,7.471,23.765,41.199,12.232,12.79,6.406,26.08,130.716,41.833,15.604,50.321,117.348,237.434,31.905,27.983,128.22,6.003,39.164,229.322,0.395,14.623,18.853,63.767,104.178,32.694,15.977,7.409,4.371,2.007,203.356,110.442,105.611,11.451,103.791,13.846,13.261,520.624,522.679,582.126,1.285,5.779,134.935,6.743,68.271,10.309,11.531
18.412,6.123,10.206,15.869,3.308,21.022,2.383,4.452,11.5,2.248,6.062,6.055,6.495,10.805,13.47,6.848,11.446,32.98,21.558,5.492,101.365,28.015,15.644,22.733,30.031,5.516,22.196,15.046,104.836,74.37,0.494,15.068,70.979,111.532,47.015,23.952,30.792,67.734,213.084,194.124,516.868,2.977,3.812,0.5,19.032,5.261,0.258,10.198,1.787,0.739,101.012,205.78,0.815,11.196,0.678,13.18,6.974,8.355,311.179,20.721,13.082,5.543,3.691,426.355,5.884,103.999,2.073,163.868
104.539,13.845,26.696,10.141,10.254,14.173,4.396,20.134,8.582,13.226,5.928,12.106,29.691,1.942,16.349,3.898,9.452,81.627,17.151,5.741,2.822,12.459,3.574,1.852,6.148,54.722,10.378,43.795,28.392,44.141,12.829,26.25,40.212,192.876,15.146,41.878,66.287,216.063,83.592,259.119,33.819,201.89,2.982,22.724,5.768,6.811,2.642,3.347,8.856,9.174,109.715,200.133,6.01,5.563,2.348,1.633,6.366,9.536,1.495,209.042,58.822,1.995,16.234,14.328,3.645,1.482,9.582,32.403
1.5,1.372,3.174,16.317,30.993,4.016,2.248,0.91,2.991,25.953,37.948,9.078,23.506,51.044,12.124,7.585,20.077,22.984,2.184,14.359,22.973,35.861,36.492,56.975,21.564,19.183,3.414,43.398,45.514,26.491,44.63,38.988,82.255,92.844,90.4,22.174,85.115,107.911,16.194,39.412,10.75,7.613,14.384,1.901,38.074,28.809,21.501,2.783,8.42,0.901,10.684,301.795,1.778,8.419,3.545,205.104,14.403,4.08,840.165,206.578,1.161,144.403,1.102,108.436,3.739,119.665,5.224,83.849
33.288,1.903,12.321,1.428,2.277,10.818,0.682,2.756,2.993,2.85,11.596,4.792,23.481,5.012,0.682,3.723,32.566,6.746,27.095,3.429,16.461,15.435,2.941,17.838,24.994,3.786,31.211,21.49,49.781,12.496,15.241,9.05,50.263,134.351,57.995,50.217,169.246,246.862,106.481,28.138,222.074,25.742,34.357,0.637,2.804,103.965,18.561,19.366,18.142,5.019,300.629,3.902,2.482,2.306,12.364,105.849,112.175,111.212,309.728,165.954,159.677,11.866,20.403,219.082,24.001,13.952,5.173,177.246
24.101,9.127,45.79,15.879,39.981,114.797,15.662,2.069,1.217,12.68,15.981,2.715,7.89,11.299,16.419,15.533,14.415,2.859,7.506,3.611,43.989,16.435,1.675,3.274,24.01,5.707,23.671,45.515,53.504,9.952,18.921,88.89,49.201,248.062,44.107,5.014,39.546,74.229,10.461,16.314,1.782,9.426,4.435,18.751,2.831,3.499,0.859,7.866,8.387,10.812,107.411,313.055,6.224,3.818,4.449,7.604,9.903,7.284,903.308,935.309,108.178,154.482,127.964,2.949,3.154,17.75,54.611,2.644
