0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
204.082,81.998,54.276,92.607,31.54,349.005,139.348,139.171,86.396,425.631,38.223,93.918,17.843,82.056,403.273,168.87,39.959,28.145,363.196,547.769,48.186,265.578,736.192,255.467,208.472,160.533,386.111,629.614,1000,1000,87.196,183.737,1000,483.545,1000,40.734,1000,1000,1000,1000,217.807,12.335,36.566,99.116,65.558,345.489,281.128,50.762,135.477,36.061,1000,205.717,405.012,311.71,1000,420.992,13.908,16.243,1000,1000,887.081,24.897,323.543,848.331,27.637,64.476,143.244,30.396
214.449,219.59,39.52,52.651,34.786,23.193,128.873,341.911,78.657,210.06,250.217,92.809,65.805,198.85,842.684,33.396,395.036,112.56,258.72,1000,952.912,797.808,1000,20.195,785.588,58.979,785.614,58.489,197.69,1000,93.167,1000,437.569,1000,1000,47.847,199.605,1000,1000,1000,612.66,559.667,22.276,421.932,156.947,15.779,37.767,104.398,253.283,180.181,401.727,1000,1000,1000,214.471,103.506,914.847,126.394,1000,122.269,1000,1000,5.667,1000,1000,99.788,116.328,168.249
217.468,24.788,42.501,20.405,64.789,39.755,12.632,200.185,39.925,163.808,48.108,128.997,283.028,14.615,103.278,619.437,222.522,617.607,112.899,131.411,332.033,71.815,1000,433.806,935.87,364.137,97.767,1000,1000,1000,127.314,74.86,930.885,1000,421.762,76.538,544.402,1000,1000,1000,244.899,209.982,374.527,22.92,8.979,101.531,249.741,22.72,183.152,154.514,611.614,109.973,507.465,116,608.845,12.363,1000,417.226,1000,1000,1000,363.742,413.065,131.194,421.418,67.77,762.559,34.579
295.98,210.553,121.855,188.023,27.992,20.959,141.839,199.958,300.286,254.496,432.075,51.888,796.291,320.872,557.085,429.56,87.783,136.819,122.979,544.47,67.775,399.077,1000,8.174,1000,313.389,118.03,1000,1000,555.981,149.646,273.333,1000,124.296,1000,266.485,63.565,1000,1000,1000,23.404,205.615,154.096,95.233,117.658,28.853,133.18,32.775,6.364,68.031,304.501,1000,1000,200.466,310.068,112.175,129.018,8.295,1000,912.144,1000,11.693,464.712,620.122,34.788,205.454,330.083,202.441
725.237,213.227,74.157,113.8,258.997,204.127,470.488,117.68,11.912,417.972,244.775,85.18,2.923,184.689,219.422,42.421,33.294,293.655,594.932,679.516,147.924,52.853,1000,844.039,927.457,127.886,839.296,657.843,1000,1000,142.751,577.64,871.384,1000,984.073,328.877,683.225,1000,1000,1000,34.894,12.832,362.598,8.615,31.163,150.735,41.581,176.97,25.377,95.309,504.919,200.632,7.663,611.797,123.406,716.846,1000,731.345,1000,1000,1000,199.788,1000,1000,113.002,36.944,136.456,38.739
226.874,133.093,30.462,94.51,46.712,20.914,45.661,192.86,289.737,108.706,159.05,36.914,381.52,292.305,351.813,11.382,198.882,1000,299.716,204.554,151.358,75.854,56.579,1000,1000,61.957,190.136,1000,1000,1000,562.781,86.333,1000,650.317,1000,781.502,1000,1000,149.289,1000,538.614,428.615,108.527,336.808,4.772,217.29,131.564,151.5,131.664,103.585,514.258,211.153,25.966,407.017,1000,11.676,420.111,1000,1000,1000,1000,1000,1000,1000,411.937,127.382,732.16,72.912
15.67,5.743,41.1,64.697,55.034,2.194,136.33,73.117,59.511,11.839,16.175,76.909,28.552,352.587,41.785,133.495,39.16,494.448,158.207,93.433,26.571,143.322,578.706,1000,196.852,351.697,283.334,533.207,295.351,1000,63.734,779.985,1000,1000,1000,552.625,582.744,1000,1000,1000,8.269,1.802,71.047,660.365,131.037,815.581,36.546,74.131,28.408,49.743,103.986,306.721,21.18,1000,904.788,510.301,1000,125.307,192.36,1000,1000,1000,1000,1000,1000,349.314,130.874,279.229
