0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
317.843,124.207,193.82,796.058,68.31,191.985,447.683,196.342,82.18,365.553,134.3,91.916,1000,944.093,27.839,1000,18.566,187.423,1000,1000,357.118,664.247,1000,1000,1000,182.558,1000,1000,1000,1000,82.533,1000,1000,1000,1000,1000,485.913,1000,1000,1000,155.417,734.676,12.762,230.458,263.473,509.926,20.773,19.181,35.923,220.35,1000,511.813,1000,1000,1000,1000,212.701,515.075,101.888,1000,133.076,97.055,186.223,210.471,281.164,305.646,80.372,305.035
81.102,746.66,314.542,94.453,278.844,301.915,183.602,107.613,1000,204.179,41.961,433.082,165.337,1000,929.495,40.265,1000,1000,752.561,1000,41.794,653.88,698.857,1000,1000,33.867,691.765,1000,1000,1000,854.053,398.548,1000,1000,1000,785.972,1000,1000,1000,1000,20.809,165.278,122.098,25.241,122.028,410.642,276.194,51.985,435.896,50.896,1000,1000,813.808,1000,211.415,1000,804.896,119.731,1000,1000,32.649,59.603,119.223,127.839,111.209,7.731,402.467,481.014
223.31,77.541,355.274,90.494,21.117,575.107,291.025,377.516,1000,1000,230.347,396.503,1000,1000,1000,167.523,289.819,989.943,476.321,825.73,432.274,1000,1000,51.643,652.302,169.682,291.182,1000,1000,1000,391.151,1000,291.434,1000,1000,92.331,1000,1000,1000,1000,328.061,625.19,75.512,166.473,4.251,90.193,141.248,122.953,265.502,334.093,1000,1000,717.957,708.721,1000,419.387,117.948,24.02,325.851,1000,385.301,341.46,62.803,1000,329.294,495.586,249.807,150.747
33.424,236.878,295.215,478.849,367.213,119.527,769.446,199.426,1000,1000,437.295,79.051,380.499,1000,12.028,669.991,60.223,437.374,1000,173.93,483.922,383.812,1000,1000,1000,289.196,245.949,1000,1000,1000,747.966,491.808,1000,1000,1000,543.508,1000,1000,1000,1000,803.597,103.559,22.857,91.475,57.143,21.282,54.947,93.214,83.492,119.931,1000,1000,1000,1000,511.553,15.495,321.272,1000,1000,1000,160.196,1000,587.936,1000,165.073,181.942,379.49,304.331
921.08,460.887,493.318,227.718,727.176,122.312,187.647,1000,1000,210.384,32.804,88.602,1000,1000,1000,227.107,191.768,475.561,1000,1000,162.626,1000,1000,891.647,1000,729.169,1000,1000,1000,1000,267.455,861.473,1000,1000,1000,859.591,1000,1000,1000,1000,315.229,928.708,95.1,78.833,236.843,176.112,1000,53.792,110.794,121.856,1000,1000,1000,1000,1000,518.385,1000,1000,200.451,856.25,487.46,195.542,72.957,753.781,201.946,280.918,361.593,156.781
226.244,147.715,131.656,18.029,367.167,805.429,230.378,1000,1000,221.127,25,86.472,962.335,774.932,440.991,238.077,228.241,1000,1000,92.606,352.078,1000,1000,1000,1000,759.579,298.981,1000,1000,1000,1000,857.865,1000,1000,1000,965.137,597.351,1000,1000,1000,407.841,224.357,493.403,352.843,121.614,57.496,1000,485.615,125.989,41.615,1000,121.011,1000,112.808,125.416,122.353,114.024,118.911,1000,232.311,199.84,918.748,103.261,51.695,1000,284.459,481.049,217.143
141.876,364.054,1000,483.134,251.332,132.01,531.81,281.972,1000,1000,433.096,838.31,696.898,1000,931.207,296.715,159.132,1000,1000,1000,1000,544.391,1000,1000,1000,1000,1000,1000,1000,1000,164.643,1000,1000,1000,1000,279.628,1000,1000,1000,1000,513.303,448.232,26.045,65.166,148.021,1000,2.89,540.455,237.528,151.037,312.415,1000,1000,1000,1000,1000,816.265,415.059,14.929,1000,16.755,908.87,1000,240.229,116.283,369.234,602.058,47.563
