0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
10.032,6.19,15.674,4.48,54.071,11.579,7.222,6.609,17.324,9.695,2.857,15.197,7.213,5.124,27.654,12.571,4.692,35.507,25.705,88.637,28.519,43.609,0.981,49.219,27.795,8.431,42.983,134.741,28.198,125.736,3.901,69.983,84.235,79.464,509.362,52.696,68.366,29.613,114.297,147.406,2.162,44.14,69.902,2.383,55.031,2.584,14.526,9.968,3.68,5.693,400.188,7.186,4.375,2.781,5.028,116.393,3.841,107.179,250.521,124.918,689.337,75.373,256.838,1.407,34.37,36.079,4.365,28.338
1.263,10.16,11.169,1.574,5.746,2.695,11.223,28.301,0.472,3.512,16.909,8.429,20.137,24.374,41.583,9.306,26.077,49.814,49.178,7.673,18.751,42.587,26.346,43.413,8.611,34.906,27.858,23.505,19.655,24.646,41.859,48.92,137.942,1.17,161.908,30.973,47.126,112.81,377.316,26.48,1.295,57.12,26.606,14.539,3.888,17.328,84.702,10.859,3.201,25.807,101.542,0.906,5.373,13.596,217.139,22.408,5.506,11.433,34.465,12.8,26.278,39.676,141.156,215.106,14.613,561.415,11.128,4.48
33.398,13.449,17.799,19.601,6.804,3.395,9.643,13.928,37.02,22.739,6.019,28.569,4.036,8.372,17.126,12.835,20.116,8.806,52.824,29.952,14.265,12.32,58.656,17.435,23.259,18.703,28.248,71.689,9.989,110.471,17.683,44.717,36.069,71.612,117.515,18.563,73.709,84.144,286.763,51.836,220.786,332.12,121.915,65.836,7.697,6.869,150.443,12.528,6.445,14.038,302.876,16.744,7.761,10.387,4.488,8.71,103.291,110.424,1000,1000,70.033,1000,205.287,43.6,14.907,56.955,41.875,93.32
107.641,9.936,19.316,2.884,11.985,13.356,2.424,11.464,4.76,1.48,6.921,43.308,25.099,3.713,32.224,8.27,11.262,10.477,32.765,79.379,7.87,2.718,58.631,7.159,21.933,1.115,71.973,24.845,27.856,99.446,26.641,14.313,51.369,187.497,212.24,24.698,38.435,76.255,22.028,115.746,107.762,3.822,19.549,47.197,10.802,12.066,7.568,9.817,10.211,9.571,704.406,207.883,4.907,16.186,4.326,211.049,317.716,9.858,310.29,57.858,14.789,11.263,1000,125.164,230.464,42.957,513.315,232.517
12.152,5.66,6.964,7.695,46.93,10.069,24.405,9.329,5.159,12.05,1.685,22.416,27.872,16.738,8.092,9.812,3.003,3.473,35.823,0.947,16.876,5.643,44.255,57.727,24.714,27.971,46.066,6.692,17.027,44.207,28.307,60.128,20.648,68.92,76.853,58.489,66.186,197.408,383.607,117.993,4.479,24.098,41.91,40.515,4.434,10.262,104.588,11.321,2.076,2.472,4.536,106.592,1.794,6.874,6.943,19.209,6.883,12.304,307.336,4.354,12.739,10.655,269.563,4.084,25.973,6.608,36.281,39.924
15.98,5.269,17.825,15.548,1.786,8.876,21.264,8.593,15.323,11.153,9.841,71.707,0.616,16.922,13.827,21.629,13.598,3.098,10.102,23.623,26.106,29.391,4.54,18.464,20.097,22.689,8.996,27.702,77.134,66.927,144.376,59.268,355.516,79.452,3.688,34.737,51.473,17.758,94.316,4.214,610.854,6.618,23.24,22.726,38.412,9.456,20.666,18.452,4.639,32.753,102.931,5.18,101.202,8.563,2.074,3.356,112.178,12.749,1000,116.899,12.339,87.453,17.318,111.32,5.897,44.502,176.018,29.536
6.674,84.73,13.343,13.571,17.831,14.969,16.371,15.343,11.73,10.376,46.539,56.053,1.104,9.916,17.215,13.687,17.055,9.886,40.5,24.415,2.823,3.743,2.17,35.836,30.686,30.394,29.889,60.767,228.376,18.216,33.5,48.921,66.534,17.929,15.891,8.918,18.338,9.386,233.904,124.633,6.918,48.866,9.207,25.09,87.638,3.7,5.634,29.643,36.389,32.118,103.722,5.189,101.599,211.995,9.037,10.678,106.403,12.34,19.447,1000,15.752,254.919,767.611,8.012,245.403,31.58,74.567,4.397
