0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
29.832,	106.502,	601.2,	105.14,	147.376,	+1000,	4.851,	1.222,	301.692,	58.52,	8.176,	5.717,	
35.027,	811.846,	+1000,	57.758,	10.039,	304.794,	1.1,	11.691,	104.088,	47.971,	36.718,	8.813,	
3.595,	606.658,	+1000,	18.026,	3.489,	200.147,	26.113,	0.838,	201.275,	28.979,	26.479,	105.386,	
227.976,	100.657,	+1000,	11.535,	15.071,	305.517,	28.392,	6.738,	2.713,	19.139,	40.249,	211.432,	
1.836,	116.861,	+1000,	15.189,	21,	606.552,	11.638,	16.453,	203.689,	83.64,	12.892,	504.297,	
196.612,	+1000,	+1000,	203.124,	0.326,	302.157,	15.782,	6.619,	100.048,	40.115,	28.145,	10.648,	
814.138,	+1000,	903.534,	32.856,	11.233,	201.871,	1.335,	4.728,	2.38,	28.704,	31.528,	5.061,	
+1000,	+1000,	+1000,	36.264,	36.214,	405.747,	47.211,	9.288,	7.638,	135.691,	20.348,	107.096,	
44.206,	+1000,	+1000,	26.661,	12.959,	800.325,	39.032,	2.379,	108.876,	46.487,	24.285,	106.708,	
69.68,	+1000,	+1000,	32.893,	121.721,	501.803,	1.764,	12.635,	5.142,	21.333,	12.441,	3.935,	
25.221,	+1000,	+1000,	18.121,	41.857,	802.339,	11.763,	3.99,	911.936,	42.365,	12.69,	603.19,	
116.866,	+1000,	+1000,	5.769,	1.909,	1.705,	27.81,	8.054,	2.121,	139.376,	8.749,	9.349,	
215.692,	104.032,	+1000,	27.203,	28.013,	+1000,	18.37,	27.426,	302.484,	40.808,	148.467,	106.414,	
30.586,	+1000,	+1000,	15.934,	27.404,	2.72,	54.015,	121.285,	401.178,	11.887,	48.838,	119.768,	
308.972,	+1000,	+1000,	16.611,	20.143,	401.477,	17.72,	6.652,	108.354,	151.107,	82.268,	205.955,	
335.081,	403.57,	+1000,	35.036,	4.61,	805.057,	86.348,	20.682,	201.307,	158.329,	6.101,	5.043,	
+1000,	+1000,	+1000,	17.356,	22.441,	100.71,	29.984,	84.273,	303,	16.332,	5.247,	210.009,	
24.502,	315.578,	+1000,	70.124,	18.858,	+1000,	59.181,	5.159,	1.14,	87.321,	34.994,	404.583,	
47.808,	8.366,	+1000,	13.046,	3.547,	+1000,	40.381,	38.469,	301.573,	196.193,	18.855,	103.809,	
637.273,	6.173,	+1000,	156.826,	21.865,	+1000,	1.366,	8.945,	102.873,	8.173,	9.801,	304.92,	
36.848,	20.042,	208.248,	11.615,	114.815,	3.825,	12.969,	64.599,	107.236,	58.838,	30.732,	7.143,	
63.241,	548.067,	+1000,	6.662,	112.93,	205.505,	22.218,	33.581,	103.603,	53.903,	7.013,	104.075,	
228.642,	3.119,	+1000,	19.932,	149.371,	102.264,	37.23,	36.035,	602.344,	32.489,	20.744,	2.087,	
1.047,	2.37,	+1000,	50.886,	9.706,	604.284,	113.771,	11.613,	103.993,	37.687,	27.636,	204.193,	
0.915,	51.727,	+1000,	13.11,	111.699,	102.708,	22.719,	111.43,	804.412,	84.537,	46.038,	908.761,	
859.278,	5.172,	+1000,	12.567,	201.426,	2.115,	37.462,	0.402,	500.979,	33.269,	24.64,	104.804,	
106.466,	113.778,	402.503,	32.822,	47.868,	102.336,	62.514,	10.628,	9.536,	15.488,	9.994,	103.82,	
+1000,	+1000,	700.923,	1.115,	12.061,	2.538,	22.822,	1.562,	101.046,	81.704,	27.412,	2.007,	
225.083,	19.422,	900.771,	2.102,	2.119,	600.738,	75.534,	2.847,	400.735,	13.422,	19.201,	0.921,	
163.683,	+1000,	+1000,	23.772,	119.051,	+1000,	13.382,	107.949,	102.039,	283.055,	50.262,	0.897,	
