0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
301.601,	+1000,	100.712,	22.9,	102.459,	604.68,	17.989,	7.675,	219.742,	4.145,	41.689,	203.517,	
53.111,	7.589,	+1000,	6.82,	4.445,	0.763,	4.151,	18.416,	202.936,	12.486,	9.965,	512.828,	
+1000,	722.983,	+1000,	11.945,	309.563,	406.351,	5.121,	1.2,	104.328,	2.396,	1.438,	4.311,	
+1000,	62.289,	+1000,	5.609,	7.298,	407.096,	22.074,	19.867,	6.362,	16.189,	10.825,	3.745,	
273.539,	+1000,	+1000,	5.624,	1.106,	702.189,	14.5,	20.839,	312.822,	37.652,	10.579,	105.856,	
+1000,	+1000,	+1000,	165.032,	120.146,	406.78,	19.201,	6.674,	709.696,	14.899,	125.915,	301.7,	
+1000,	+1000,	+1000,	18.375,	121.684,	1.798,	63.679,	1.987,	107.481,	15.392,	7.673,	103.297,	
411.925,	+1000,	+1000,	45.954,	115.699,	+1000,	48.43,	4.564,	3.182,	187.957,	25.344,	1.508,	
393.21,	105.076,	+1000,	56.745,	206.727,	6.334,	128.314,	15.674,	102.468,	46.155,	30.149,	8.874,	
23.914,	807.848,	+1000,	24.45,	0.7,	303.45,	10.698,	17.948,	205.48,	144.342,	27.037,	309.255,	
+1000,	+1000,	+1000,	10.973,	3.926,	200.376,	21.449,	26.23,	102.696,	14.125,	48.496,	1.273,	
211.718,	+1000,	+1000,	10.534,	178.027,	201.67,	51.582,	17.603,	200.327,	48.006,	67.611,	5.033,	
433.434,	115.708,	+1000,	11.542,	61.33,	2.412,	7.849,	26.511,	4.675,	12.215,	56.286,	608.461,	
731.426,	9.448,	+1000,	10.705,	21.775,	1.734,	32.877,	20.107,	2.561,	138.888,	33.957,	304.741,	
106.291,	12.778,	+1000,	30.619,	5.582,	4.061,	50.114,	41.283,	200.163,	7.298,	108.143,	8.092,	
138.971,	+1000,	+1000,	29.772,	4.026,	2.413,	1.665,	27.697,	4.491,	83.031,	85.338,	106.478,	
13.468,	4.799,	+1000,	19.935,	51.352,	1.609,	19.873,	47.035,	401.219,	30.88,	31.43,	2.271,	
171.85,	+1000,	+1000,	25.368,	4.959,	7.357,	7.462,	9.63,	4.621,	33.543,	31.444,	705.492,	
73.629,	+1000,	+1000,	1.885,	200.71,	+1000,	14.463,	33.371,	4.282,	14.715,	14.068,	104.192,	
12.052,	466.248,	+1000,	47.661,	22.624,	101.436,	28.37,	30.053,	404.747,	68.181,	1.064,	7.978,	
51.184,	604.865,	0.687,	15.088,	44.145,	2.091,	39.793,	21.401,	0.55,	36.11,	62.18,	108.824,	
+1000,	652.01,	+1000,	59.036,	17.085,	201.709,	97.658,	9.827,	102.441,	38.386,	13.321,	8.387,	
75.136,	+1000,	+1000,	60.107,	14.335,	0.686,	0.88,	12.718,	305.224,	194.297,	46.088,	3.647,	
+1000,	410.957,	+1000,	25.597,	101.768,	200.763,	34.779,	15.152,	2.725,	4.203,	23.268,	6.019,	
+1000,	+1000,	+1000,	22.199,	13.101,	+1000,	20.497,	24.664,	204.743,	9.24,	20.544,	200.641,	
43.692,	301.017,	+1000,	41.568,	454.434,	1.142,	43.704,	17.145,	12.266,	98.076,	44.205,	411.619,	
+1000,	301.056,	1.477,	6.008,	233.377,	505.83,	39.761,	34.16,	1.52,	91.443,	47.354,	509.206,	
20.527,	+1000,	+1000,	0.724,	3.109,	100.89,	24.403,	5.827,	3.555,	183.044,	80.876,	207.79,	
701.213,	1.322,	+1000,	1.385,	3.681,	605.425,	58.639,	16.171,	5.733,	78.833,	21.895,	207.16,	
105.939,	+1000,	901.825,	85.675,	107.239,	+1000,	1.17,	11.898,	204.034,	40.364,	128.503,	217.388,	
