0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
+1000,	+1000,	+1000,	475.41,	329.294,	+1000,	566.249,	562.352,	+1000,	+1000,	293.607,	804.213,	
+1000,	+1000,	+1000,	321.042,	219.155,	+1000,	311.233,	113.547,	408.572,	+1000,	559.863,	+1000,	
886.09,	+1000,	+1000,	8.265,	107.036,	+1000,	166.974,	748.792,	202.382,	+1000,	345.906,	810.034,	
+1000,	+1000,	+1000,	634.875,	322.72,	405.832,	62.881,	171.848,	604.794,	+1000,	171.122,	+1000,	
701.412,	+1000,	+1000,	13.999,	312.364,	+1000,	33.417,	346.897,	712.078,	+1000,	225.724,	+1000,	
254.093,	+1000,	+1000,	1.471,	547.804,	+1000,	170.558,	85.967,	+1000,	+1000,	54.38,	+1000,	
+1000,	+1000,	+1000,	27.011,	106.795,	+1000,	449.86,	15.794,	+1000,	+1000,	560.033,	+1000,	
+1000,	+1000,	+1000,	15.154,	112.845,	+1000,	627.934,	33.252,	+1000,	+1000,	389.167,	314.387,	
396.049,	+1000,	+1000,	115.312,	138.778,	+1000,	38.514,	50.823,	+1000,	+1000,	69.072,	+1000,	
148.645,	408.21,	+1000,	54.944,	162.208,	+1000,	+1000,	369.317,	+1000,	698.753,	60.274,	+1000,	
+1000,	+1000,	+1000,	9.522,	22.214,	400.751,	15.91,	111.694,	+1000,	+1000,	287.938,	510.371,	
645.697,	+1000,	+1000,	5.496,	126.29,	+1000,	468.388,	254.83,	+1000,	+1000,	296.71,	103.471,	
696.394,	+1000,	+1000,	211.051,	309.014,	+1000,	595.2,	39.162,	610.628,	+1000,	945.084,	+1000,	
+1000,	+1000,	+1000,	105.133,	6.622,	107.886,	60.517,	82.888,	108.879,	257.191,	110.635,	610.044,	
376.71,	+1000,	+1000,	6.432,	8.461,	609.587,	140.03,	587.618,	104.943,	+1000,	276.717,	308.385,	
+1000,	+1000,	+1000,	1.7,	312.419,	+1000,	441.759,	48.419,	+1000,	624.813,	66.676,	+1000,	
134.511,	542.471,	+1000,	7.848,	107.083,	+1000,	315.94,	126.904,	+1000,	37.677,	760.353,	+1000,	
874.142,	+1000,	+1000,	110.385,	135.03,	+1000,	97.177,	152.901,	705.877,	403.078,	80.196,	+1000,	
+1000,	+1000,	+1000,	261.712,	905.173,	+1000,	57.103,	254.975,	707.651,	+1000,	56.566,	+1000,	
547.544,	+1000,	+1000,	29.903,	643.976,	811.513,	276.81,	8.342,	+1000,	162.19,	81.342,	+1000,	
+1000,	+1000,	+1000,	5.857,	138.479,	+1000,	76.7,	30.521,	+1000,	+1000,	93.111,	+1000,	
371.82,	+1000,	+1000,	176.698,	7.382,	+1000,	20.207,	631.79,	+1000,	+1000,	93.572,	+1000,	
+1000,	+1000,	+1000,	402.235,	29.487,	+1000,	397.93,	283.869,	416.66,	795.19,	152.034,	+1000,	
+1000,	+1000,	+1000,	142.791,	106.717,	+1000,	13.103,	123.92,	610.516,	+1000,	185.665,	109.244,	
+1000,	+1000,	+1000,	5.028,	715.464,	+1000,	78.963,	146.381,	+1000,	+1000,	52.268,	+1000,	
+1000,	+1000,	+1000,	136.696,	55.377,	+1000,	230.811,	57.072,	205.097,	376.957,	288.484,	+1000,	
+1000,	+1000,	+1000,	0.907,	153.115,	303.574,	597.547,	205.136,	+1000,	15.527,	378.476,	+1000,	
+1000,	+1000,	+1000,	50.838,	124.068,	+1000,	920.321,	348.745,	504.713,	+1000,	60.67,	+1000,	
25.814,	+1000,	+1000,	16.44,	145.653,	600.921,	127.229,	28.378,	+1000,	+1000,	794.948,	+1000,	
+1000,	+1000,	+1000,	530.267,	61.687,	+1000,	61.283,	65.662,	+1000,	629.658,	139.609,	511.332,	
