0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
42.169,	+1000,	+1000,	2.713,	172.85,	404.14,	44.724,	291.573,	200.217,	+1000,	88.144,	214.053,	
150.824,	+1000,	+1000,	209.55,	5.716,	+1000,	570.198,	10.709,	103.149,	562.502,	159.245,	708.562,	
+1000,	912.801,	+1000,	77.86,	209.055,	500.521,	32.555,	22.36,	404.873,	+1000,	47.774,	504.814,	
855.417,	+1000,	+1000,	19.733,	30.907,	101.231,	193.194,	22.228,	404.589,	319.95,	140.466,	+1000,	
870.595,	+1000,	+1000,	24.557,	17.35,	301.165,	44.196,	229.203,	415.784,	261.069,	44.226,	+1000,	
816.273,	+1000,	+1000,	91.694,	127.664,	+1000,	101.983,	42.75,	606.2,	+1000,	35.401,	+1000,	
406.013,	605.863,	+1000,	58.989,	13.361,	+1000,	96.429,	2.051,	607.857,	293.711,	164.902,	310.201,	
+1000,	+1000,	+1000,	46.413,	612.721,	107.182,	255.879,	40.645,	404.363,	393.699,	61.146,	+1000,	
+1000,	630.873,	+1000,	61.174,	52.567,	+1000,	71.746,	177.068,	3.459,	83.907,	72.46,	305.948,	
+1000,	122.531,	+1000,	21.862,	233.106,	2.608,	73.157,	36.076,	212.417,	769.247,	65.804,	205.393,	
+1000,	106.66,	+1000,	6.342,	123.972,	1.735,	254.843,	466.693,	+1000,	303.641,	168.038,	+1000,	
607.685,	+1000,	+1000,	14.859,	3.054,	500.759,	492.982,	68.648,	+1000,	+1000,	349.813,	412.547,	
35.475,	+1000,	+1000,	28.181,	58.495,	+1000,	50.083,	24.082,	404.39,	481.58,	143.188,	602.831,	
86.98,	+1000,	+1000,	85.681,	31.326,	300.825,	774.662,	125.812,	+1000,	351.88,	66.647,	812.607,	
694.772,	9.998,	+1000,	247.27,	28.849,	400.281,	68.181,	5.729,	505.353,	417.619,	259.052,	208.114,	
251.78,	+1000,	+1000,	28.142,	33.563,	+1000,	277.335,	6.854,	201.67,	797.965,	175.201,	+1000,	
+1000,	208.11,	+1000,	93.264,	2.823,	+1000,	12.796,	38.857,	+1000,	888.276,	134.043,	7.085,	
332.449,	+1000,	+1000,	7.96,	106.663,	+1000,	275.657,	3.623,	903.24,	+1000,	358.964,	200.045,	
523.322,	+1000,	+1000,	33.727,	19.736,	700.123,	148.864,	126.508,	6.765,	744.794,	75.149,	114.103,	
+1000,	+1000,	+1000,	15.743,	26.542,	501.865,	60.933,	153.523,	605.111,	134.46,	84.663,	+1000,	
231.699,	+1000,	+1000,	72.108,	172.065,	907.007,	65.796,	48.464,	+1000,	219.544,	132.483,	609.566,	
+1000,	+1000,	+1000,	16.591,	125.796,	300.319,	1.51,	55.716,	+1000,	+1000,	360.717,	107.786,	
+1000,	+1000,	805.599,	15.869,	128.29,	206.705,	38.514,	8.371,	607.929,	+1000,	63.35,	3.346,	
492.16,	246.183,	+1000,	254.515,	67.88,	+1000,	120.667,	53.972,	207.443,	+1000,	142.785,	114.088,	
197.239,	625.032,	+1000,	35.235,	8.748,	12.266,	365.208,	20.749,	203.566,	942.37,	54.231,	217.762,	
+1000,	+1000,	+1000,	81.451,	104.878,	404.004,	55.368,	146.983,	302.687,	+1000,	87.587,	307.034,	
+1000,	+1000,	+1000,	116.127,	15.425,	302.766,	125.501,	8.301,	100.091,	+1000,	87.637,	608.718,	
152.77,	43.052,	+1000,	3.648,	8.367,	+1000,	333.275,	18.508,	3.097,	+1000,	43.427,	502.673,	
+1000,	504.905,	+1000,	25.957,	20.229,	+1000,	86.495,	125.323,	3.317,	85.772,	34.017,	+1000,	
31.022,	505.576,	+1000,	63.307,	11.152,	+1000,	51.908,	13.679,	212.981,	239.592,	81.999,	907.593,	
