0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
277.184,	10.763,	+1000,	166.716,	102.342,	+1000,	54.867,	370.093,	204.047,	137.782,	24.524,	+1000,	
823.459,	27.109,	+1000,	24.279,	108.315,	+1000,	8.416,	56.729,	9.697,	535.967,	32.368,	317.504,	
371.77,	+1000,	+1000,	16.706,	5.893,	102.835,	93.304,	16.998,	404.833,	291.362,	46.044,	303.034,	
5.416,	+1000,	+1000,	25.865,	12.319,	+1000,	6.147,	11.728,	703.523,	532.262,	58.839,	503.509,	
94.091,	315.444,	+1000,	2.783,	175.541,	+1000,	129.076,	132.769,	701.565,	45.449,	31.936,	613.028,	
37.092,	+1000,	+1000,	6.707,	7.578,	607.314,	50.09,	48.508,	210.778,	74.321,	67.461,	+1000,	
348.88,	+1000,	+1000,	12.2,	1.495,	805.241,	25.326,	5.415,	207.761,	582.895,	34.443,	10.442,	
513.027,	+1000,	+1000,	47.649,	103.693,	602.728,	35.04,	15.12,	100.651,	279.638,	48.402,	604.955,	
353.154,	+1000,	+1000,	8.444,	107.235,	203.626,	44.776,	20.379,	3.003,	940.222,	98.822,	208.009,	
298.993,	427.512,	+1000,	23.359,	8.67,	800.375,	68.974,	9.455,	11.104,	166.223,	34.863,	109.599,	
51.644,	+1000,	+1000,	66.109,	33.305,	+1000,	62.381,	79.708,	504.916,	143.289,	56.867,	713.051,	
8.304,	+1000,	+1000,	10.333,	17.02,	306.292,	66.188,	17.609,	308.024,	509.979,	31.074,	703.478,	
11.362,	9.867,	+1000,	47.744,	56.546,	802.16,	35.259,	205.115,	402.142,	7.747,	71.364,	505.961,	
419.585,	+1000,	+1000,	62.727,	35.211,	103.824,	88.186,	30.288,	204.596,	219.732,	26.542,	909.133,	
+1000,	+1000,	+1000,	28.862,	14.229,	+1000,	53.775,	123.761,	204.369,	234.12,	16.791,	806.941,	
804.962,	703.231,	+1000,	70.765,	39.706,	204.226,	31.569,	49.259,	512.537,	96.919,	48.86,	306.373,	
+1000,	+1000,	+1000,	69.362,	53.996,	204.72,	93.366,	58.177,	406.446,	93.051,	56.662,	7.311,	
117.292,	+1000,	+1000,	45.142,	16.68,	+1000,	76.7,	51.965,	3.264,	437.834,	63.971,	309.183,	
551.145,	+1000,	+1000,	97.436,	30.994,	4.436,	96.076,	17.116,	102.991,	325.798,	20.886,	10.099,	
911.632,	+1000,	+1000,	1.002,	113.803,	703.732,	99.911,	10.873,	602.121,	+1000,	1.114,	+1000,	
227.477,	127.781,	+1000,	22.53,	345.597,	+1000,	43.998,	63.475,	+1000,	285.126,	66.741,	404.378,	
119.379,	+1000,	+1000,	9.469,	12.593,	205.297,	90.756,	48.376,	5.656,	390.854,	37.149,	311.84,	
405.771,	+1000,	+1000,	103.799,	7.472,	707.951,	323.179,	35.66,	200.585,	78.916,	65.963,	211.94,	
98.045,	+1000,	503.265,	91.825,	232.289,	2.593,	61.996,	17.208,	106.355,	703.975,	82.094,	115.827,	
466.961,	+1000,	+1000,	33.048,	8.565,	+1000,	32.237,	21.374,	103.814,	82.485,	85.278,	106.867,	
170.263,	831.792,	+1000,	60.628,	5.918,	2.148,	74.523,	124.048,	+1000,	98.86,	11.655,	202.851,	
73.504,	2.548,	+1000,	10.035,	11.4,	+1000,	163.877,	97.308,	105.35,	257.025,	51.418,	511.148,	
64.586,	+1000,	+1000,	31.877,	12.408,	111.942,	21.12,	25.591,	+1000,	+1000,	29.199,	205.327,	
426.371,	+1000,	300.834,	53.765,	9.299,	+1000,	67.104,	44.911,	106.604,	29.955,	31.375,	607.499,	
350.86,	+1000,	+1000,	71.026,	329.429,	+1000,	4.804,	33.83,	202.612,	180.199,	20.263,	203.27,	
