0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
589.939,	+1000,	+1000,	103.109,	47.105,	+1000,	13.028,	28.632,	602.783,	533.723,	32.056,	10.764,	
336.739,	24.054,	+1000,	57.573,	6.937,	500.991,	32.578,	36.176,	+1000,	391.592,	57.653,	6.057,	
99.531,	+1000,	+1000,	20.479,	101.288,	+1000,	23.659,	30.754,	8.383,	193.465,	74.424,	406.6,	
+1000,	+1000,	+1000,	45.543,	5.772,	701.708,	116.612,	59.399,	401.489,	156.326,	28.171,	206.829,	
406.639,	16.175,	602.113,	18.816,	47.618,	405.104,	15.285,	70.829,	+1000,	471.963,	146.306,	3.6,	
35.92,	+1000,	+1000,	9.503,	16.453,	6.137,	55.369,	38.619,	505.161,	14.882,	26.753,	+1000,	
628.437,	617.538,	+1000,	43.268,	2.22,	507.646,	29.771,	5.398,	813.492,	277.079,	25.36,	209.746,	
393.14,	+1000,	102.606,	29.195,	9.541,	104.988,	44.016,	74.393,	304.218,	116.494,	78.465,	5.409,	
124.57,	+1000,	+1000,	13.365,	14.506,	501.728,	20.16,	75.661,	306.212,	388.626,	55.419,	710.849,	
818.036,	+1000,	+1000,	19.39,	42.115,	402.925,	23.301,	16.2,	106.258,	24.639,	50.517,	109.06,	
124.343,	+1000,	+1000,	7.864,	14.318,	5.818,	28.743,	8.893,	611.355,	50.458,	75.978,	309.886,	
109.093,	+1000,	+1000,	28.621,	6.497,	+1000,	34.185,	104.392,	103.993,	45.709,	40.084,	215.774,	
+1000,	+1000,	100.13,	30.433,	19.992,	6.673,	5.146,	44.254,	3.691,	77.797,	65.761,	6.011,	
90.857,	+1000,	+1000,	93.59,	5.117,	302.624,	168.108,	55.485,	203.088,	123.288,	4.891,	207.945,	
16.012,	+1000,	+1000,	59.96,	25.369,	401.049,	2.923,	31.001,	805.416,	65.563,	62.926,	511.886,	
534.72,	+1000,	+1000,	17.398,	19.886,	302.181,	66.232,	204.915,	202.552,	116.425,	48.042,	309.201,	
775.334,	507.057,	+1000,	10.466,	25.595,	107.461,	87.735,	49.984,	5.73,	843.127,	89.756,	708.534,	
294.153,	14.294,	+1000,	58.82,	12.048,	1.582,	13.941,	47.596,	409.573,	8.276,	8.926,	5.845,	
556.981,	+1000,	+1000,	28.902,	11.795,	3.327,	52.319,	63.207,	9.594,	180.861,	15.815,	208.587,	
268.345,	406.857,	+1000,	6.824,	12.471,	+1000,	274.71,	14.37,	413.32,	277.541,	51.543,	307.385,	
49.49,	525.091,	+1000,	127.549,	58.426,	403.526,	87.092,	1.828,	+1000,	599.331,	62.658,	405.016,	
17.35,	+1000,	+1000,	46.296,	100.202,	105.489,	22.049,	23.987,	12.378,	449.659,	27.588,	507.419,	
600.712,	29.643,	+1000,	4.1,	18.709,	15.64,	35.387,	40.097,	810.006,	342.655,	142.829,	109.094,	
453.71,	202.128,	500.075,	28.569,	27.209,	209.61,	154.536,	2.65,	106.046,	276.18,	39.299,	+1000,	
977.803,	+1000,	705.822,	5.539,	3.121,	+1000,	11.529,	19.865,	5.524,	43.369,	58.153,	313.357,	
679.079,	+1000,	+1000,	1.224,	10.365,	3.584,	25.256,	27.071,	105.926,	513.128,	143.159,	4.863,	
708.086,	702.469,	+1000,	46.325,	19.114,	6.832,	19.753,	145.568,	604.35,	106.014,	37.886,	106.326,	
418.64,	211.104,	+1000,	56.204,	9.848,	208.551,	46.07,	45.638,	410.073,	332.78,	3.84,	410.579,	
59.999,	125.205,	+1000,	7.714,	14.502,	102.33,	2.179,	8.374,	312.864,	25.636,	75.841,	13.839,	
+1000,	820.621,	+1000,	30.581,	49.604,	103.264,	78.537,	125.618,	802.19,	320.018,	31.204,	106.66,	
