0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
446.155,	+1000,	+1000,	60.548,	2.957,	203.185,	54.146,	61.876,	2.117,	185.332,	154.665,	100.682,	
108.434,	116.498,	+1000,	25.797,	68.188,	507.909,	14.455,	35.068,	303.832,	40.197,	29.082,	606.816,	
17.841,	+1000,	+1000,	39.532,	5.857,	+1000,	12.93,	34.803,	2.036,	74.259,	154.008,	405.76,	
595.598,	+1000,	703.443,	57.224,	308.884,	502.665,	101.139,	15.194,	608.554,	118.191,	7.123,	308.298,	
+1000,	315.665,	+1000,	15.536,	124.066,	302.648,	146.69,	32.388,	600.299,	116.072,	153.733,	4.38,	
619.731,	+1000,	+1000,	160.725,	20.334,	+1000,	97.046,	136.887,	405.568,	452.077,	40.633,	6.923,	
802.114,	+1000,	+1000,	78.623,	39.052,	102.206,	242.796,	13.972,	306.935,	93.728,	30.092,	501.915,	
835.361,	+1000,	+1000,	20.056,	16.583,	+1000,	68.682,	9.155,	903.447,	423.623,	81.278,	407.735,	
935.771,	+1000,	+1000,	4.909,	11.219,	104.385,	28.541,	104.538,	403.116,	565.542,	28.847,	121.155,	
+1000,	+1000,	+1000,	15.688,	330.706,	+1000,	82.144,	67.608,	304.324,	394.686,	4.294,	207.115,	
+1000,	+1000,	+1000,	36.391,	122.331,	103.771,	80.742,	174.143,	+1000,	93.823,	141.783,	104.886,	
627.541,	133.942,	+1000,	26.731,	157.067,	504.374,	24.326,	13.51,	303.253,	428.164,	91.477,	201.025,	
+1000,	106.297,	+1000,	33.646,	11.202,	+1000,	287.852,	17.95,	108.123,	56.418,	44.596,	707.57,	
182.788,	116.732,	+1000,	60.781,	69.68,	307.04,	27.134,	21.82,	204.538,	169.825,	80.694,	1.818,	
22.767,	+1000,	+1000,	49.815,	1.264,	7.2,	43.24,	42.975,	404.158,	49.446,	69.263,	112.8,	
501.314,	+1000,	200.732,	44.611,	191.201,	+1000,	195.232,	58.174,	202.513,	625.287,	43.428,	1.465,	
+1000,	+1000,	+1000,	15.408,	53.31,	608.671,	25.514,	5.204,	0.717,	122.849,	11.17,	9.766,	
689.718,	+1000,	+1000,	71.173,	8.878,	+1000,	243.172,	6.517,	109.114,	586.98,	45.011,	105.448,	
+1000,	+1000,	+1000,	11.463,	20.282,	408.285,	269.27,	39.977,	+1000,	189.647,	62.222,	1.69,	
40.167,	+1000,	+1000,	33.307,	11.518,	403.953,	104.296,	4.925,	408.244,	160.317,	38.119,	+1000,	
12.786,	804.006,	+1000,	21.747,	108.573,	+1000,	218.464,	4.223,	906.952,	249.33,	33.832,	810.929,	
+1000,	378.08,	+1000,	5.72,	18.364,	704.285,	116.49,	122.359,	102.53,	207.077,	161.31,	7.582,	
556.237,	+1000,	+1000,	16.045,	16.381,	208.897,	57.09,	36.064,	0.886,	366.037,	19.001,	409.342,	
126.241,	+1000,	+1000,	30.744,	115.677,	+1000,	41.718,	10.168,	4.846,	39.957,	57.923,	207.943,	
385.074,	229.669,	+1000,	1.978,	131.559,	+1000,	58.022,	2.721,	101.204,	493.301,	10.378,	107.283,	
+1000,	8.708,	+1000,	8.025,	1.899,	+1000,	62.021,	217.657,	3.468,	605.599,	31.781,	106.439,	
+1000,	4.05,	+1000,	15.303,	38.082,	800.998,	57.368,	125.021,	506.008,	114.177,	98.436,	117.797,	
+1000,	101.672,	+1000,	18.625,	35.509,	10.211,	125.259,	16.795,	210.38,	103.999,	42.417,	+1000,	
+1000,	508.869,	+1000,	171.82,	108.005,	601.784,	63.289,	184.092,	10.917,	261.237,	53.767,	9.457,	
+1000,	620.94,	+1000,	37.806,	126.635,	402.072,	36.619,	6.729,	106.529,	54.756,	54.929,	114.31,	
