0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
23.071,	902.289,	902.031,	6.091,	11.973,	1.992,	22.097,	4.014,	7.034,	16.629,	19.881,	2.136,	
730.079,	+1000,	+1000,	1.108,	24.923,	403.477,	9.57,	8.068,	1.962,	43.662,	1.062,	3.071,	
8.705,	+1000,	+1000,	6.404,	8.053,	2.639,	11.169,	1.77,	1.828,	10.051,	25.795,	6.632,	
585.234,	+1000,	+1000,	0.904,	3.345,	2.988,	0.742,	2.027,	3.292,	31.257,	5.624,	7.59,	
114.923,	827.245,	+1000,	6.839,	72.296,	304.64,	25.132,	14.419,	1.02,	4.324,	13.428,	8.931,	
5.661,	8.292,	+1000,	4.847,	4.15,	0.803,	2.777,	4.261,	6.527,	4.699,	9.15,	2.378,	
946.299,	3.198,	+1000,	6.755,	7.27,	603.186,	3.022,	5.061,	4.803,	29.96,	4.945,	0.733,	
3.823,	+1000,	+1000,	5.362,	16.858,	6.728,	2.66,	2.99,	2.936,	30.981,	3.093,	0.56,	
175.224,	911.337,	+1000,	2.671,	31.754,	303.231,	10.895,	4.098,	1.624,	23.624,	5.743,	8.711,	
27.06,	506.66,	6.463,	1.35,	4.509,	4.14,	6.919,	0.848,	5.119,	21.786,	3.999,	107.379,	
14.406,	+1000,	+1000,	18.183,	3.705,	406.784,	9.518,	5.653,	101.333,	14.048,	2.803,	105.203,	
14.614,	+1000,	+1000,	5.612,	14.627,	104.156,	7.343,	2.998,	1.479,	5.468,	2.183,	5.756,	
5.198,	10.439,	204.655,	3.478,	4.706,	4.919,	0.572,	2.934,	6.127,	18.215,	9.171,	0.601,	
223.307,	+1000,	+1000,	3.657,	7.414,	103.092,	2.336,	12.681,	2.216,	0.712,	11.196,	7.602,	
729.857,	+1000,	+1000,	1.122,	7.705,	204.785,	5.446,	2.64,	8.745,	1.625,	1.616,	1.926,	
102.586,	17.042,	+1000,	4.003,	1.633,	2.528,	4.658,	3.087,	3.672,	11.693,	1.71,	4.424,	
175.256,	11.861,	+1000,	0.928,	1.404,	304.66,	3.679,	1.42,	7.168,	5.142,	4.039,	2.899,	
414.808,	203.874,	+1000,	17.368,	0.692,	200.772,	2.871,	0.647,	3.287,	23.486,	6.776,	4.762,	
15.081,	+1000,	+1000,	5.051,	1.352,	504.901,	5.025,	0.337,	2.975,	8.687,	7.855,	5.83,	
+1000,	16.529,	+1000,	8.659,	3.17,	5.923,	11.288,	3.398,	7.105,	21.719,	9.096,	6.783,	
4.83,	102.742,	+1000,	6.897,	3.976,	6.795,	4.908,	9.537,	6.658,	17.216,	1.862,	105.251,	
+1000,	+1000,	+1000,	12.231,	11.16,	1.488,	4.771,	14.874,	4.764,	48.009,	13.952,	10.272,	
112.185,	+1000,	+1000,	4.001,	10.444,	100.027,	0.799,	6.311,	3.567,	14.359,	17.334,	3.76,	
192.968,	14.596,	+1000,	12.747,	107.923,	302.262,	8.843,	0.643,	8.736,	2.348,	8.036,	2.403,	
10.1,	+1000,	+1000,	1.972,	5.039,	100.378,	7.426,	1.517,	4.733,	2.546,	8.619,	5.919,	
6.14,	+1000,	+1000,	3.382,	4.542,	102.55,	1.491,	0.351,	5.88,	3.094,	15.593,	101.018,	
241.208,	+1000,	+1000,	6.971,	0.808,	2.423,	7.208,	11.667,	102.922,	2.891,	7.58,	2.981,	
129.71,	+1000,	+1000,	1.436,	15.131,	306.328,	1.83,	4.575,	3.738,	8.685,	5.622,	1.124,	
+1000,	+1000,	+1000,	3.257,	11.673,	3.508,	3.665,	1.482,	2.821,	24.479,	6.602,	3.447,	
47.904,	+1000,	+1000,	1.255,	1.91,	100.426,	5.001,	6.852,	102.223,	17.444,	19.746,	3.506,	
