0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
448.541,	+1000,	+1000,	80.838,	11.489,	403.204,	109.046,	133.483,	+1000,	+1000,	247.244,	+1000,	
+1000,	+1000,	+1000,	32.872,	402.934,	+1000,	197.098,	20.008,	503.866,	245.666,	47.466,	813.555,	
769.303,	+1000,	+1000,	13.838,	31.103,	103.949,	143.231,	19.111,	+1000,	91.377,	275.879,	9.554,	
20.256,	+1000,	+1000,	11.052,	108.027,	103.454,	103.884,	3.883,	104.345,	390.304,	6.766,	309.567,	
22.036,	+1000,	+1000,	86.437,	113.038,	+1000,	77.695,	141.466,	+1000,	663.909,	7.604,	714.376,	
+1000,	+1000,	+1000,	151.276,	17.655,	506.34,	13.244,	54.591,	3.718,	+1000,	121.349,	+1000,	
5.948,	+1000,	+1000,	168.676,	121.999,	2.032,	97.057,	264.849,	+1000,	739.155,	42.889,	508.841,	
+1000,	+1000,	+1000,	38.993,	411.053,	+1000,	298.755,	67.68,	103.364,	266.136,	132.097,	210.129,	
887.166,	+1000,	+1000,	87.972,	103.351,	+1000,	194.226,	114.51,	200.222,	73.727,	85.194,	205.233,	
401.895,	+1000,	+1000,	129.845,	22.267,	401.144,	16.836,	165.168,	+1000,	86.904,	48.74,	2.528,	
+1000,	31.305,	+1000,	74.267,	137.595,	801.546,	151.847,	27.48,	+1000,	+1000,	391.901,	+1000,	
81.227,	+1000,	+1000,	5.85,	730.467,	+1000,	103.147,	286.794,	105.809,	31.372,	53.401,	+1000,	
189.816,	+1000,	+1000,	99.908,	138.808,	+1000,	148.34,	4.817,	704.407,	389.195,	82.307,	106.609,	
+1000,	706.249,	+1000,	151.336,	205.928,	+1000,	100.279,	44.903,	+1000,	+1000,	466.382,	805.743,	
+1000,	5.147,	+1000,	85.846,	312.947,	105.777,	43.343,	320.907,	2.857,	650.757,	45.12,	411.306,	
157.934,	+1000,	+1000,	44.896,	340.832,	+1000,	184.095,	52.009,	+1000,	189.982,	98.738,	11.623,	
+1000,	+1000,	+1000,	6.053,	20.783,	303.674,	11.298,	43.231,	901.304,	642.87,	63.831,	211.879,	
210.442,	+1000,	+1000,	110.489,	2.408,	602.833,	125.885,	16.586,	+1000,	227.027,	56.253,	305.718,	
+1000,	+1000,	+1000,	80.595,	105.908,	602.58,	197.962,	70.42,	502.115,	434.983,	70.067,	+1000,	
622.455,	+1000,	+1000,	19.948,	55.574,	+1000,	457.772,	226.757,	+1000,	+1000,	64.117,	+1000,	
514.664,	+1000,	+1000,	87.135,	157.625,	+1000,	69.76,	130.1,	201.572,	+1000,	60.444,	211.546,	
+1000,	+1000,	+1000,	100.501,	232.444,	104.278,	2.754,	62.798,	+1000,	693.264,	280.805,	+1000,	
230.012,	+1000,	+1000,	89.065,	28.653,	602.655,	391.95,	37.862,	300.633,	234.576,	133.81,	4.591,	
427.504,	18.467,	304.826,	53.909,	341.519,	+1000,	45.674,	51.915,	+1000,	37.322,	62.656,	207.551,	
+1000,	+1000,	+1000,	43.134,	131.605,	101.117,	3.167,	12.581,	204.142,	794.182,	55.87,	904.597,	
552.553,	619.893,	+1000,	38.099,	1.802,	106.19,	46.236,	51.723,	603.715,	73.62,	210.232,	307.637,	
281.046,	+1000,	+1000,	43.069,	26.599,	+1000,	98.802,	35.285,	105.455,	+1000,	145.667,	106.035,	
+1000,	+1000,	+1000,	146.17,	46.205,	+1000,	104.297,	129.042,	107.778,	629.063,	153.367,	5.434,	
+1000,	+1000,	+1000,	31.704,	16.147,	701.919,	91.155,	13.149,	1.218,	67.101,	148.207,	106.762,	
+1000,	7.418,	+1000,	38.57,	1.734,	+1000,	109.867,	66.607,	105.097,	215.469,	414.652,	705.573,	
