0.5	1	1.5	2	
0.999999	0.99999	0.9999	
100000	
0.5,	0.5,	0.5,	1,	1,	1,	1.5,	1.5,	1.5,	2,	2,	2,	
0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	0.999999,	0.99999,	0.9999,	
100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	100000,	
4.431,	612.477,	+1000,	5.746,	17.572,	4.676,	27.881,	12.361,	203.502,	173.271,	16.848,	402.627,	
26.471,	122.907,	+1000,	0.612,	102.508,	401.914,	8.971,	2.869,	105.429,	133.193,	54.076,	206.906,	
165.562,	610.028,	602.053,	8.95,	10.068,	3.691,	13.693,	16.226,	302.445,	10.915,	26.564,	9.896,	
535.86,	135.601,	+1000,	8.537,	17.691,	805.51,	5.851,	12.796,	103.593,	25.409,	29.396,	7.514,	
18.192,	25.064,	+1000,	10.661,	12.367,	400.992,	6.333,	3.846,	402.961,	46.381,	67.697,	4.312,	
16.58,	509.347,	602.351,	19.565,	5.825,	401.809,	0.914,	5.595,	304.886,	13.966,	31.695,	109.848,	
26.32,	+1000,	+1000,	17.615,	13.386,	502.978,	8.698,	15.571,	300.339,	16.214,	26.972,	210.684,	
153.102,	+1000,	+1000,	44.063,	13.446,	2.496,	0.584,	13.063,	101.983,	70.26,	36.798,	200.924,	
441.829,	+1000,	+1000,	41.662,	1.277,	+1000,	15.598,	35.431,	2.238,	6.241,	30.704,	109.27,	
285.057,	20.106,	0.608,	32.434,	14.397,	108.312,	51.94,	48.998,	7.781,	231.165,	58.725,	206.172,	
22.634,	816.922,	+1000,	11.134,	6.308,	2.233,	4.445,	17.635,	107.651,	132.511,	52.042,	212.922,	
105.246,	213.707,	+1000,	28.037,	13.776,	907.047,	25.828,	9.967,	4.364,	108.842,	52.973,	203.65,	
31.656,	2.54,	300.853,	22.476,	7.72,	404.271,	5.083,	15.265,	11.382,	27.823,	38.123,	103.811,	
363.306,	516.949,	+1000,	3.327,	24.921,	2.574,	0.318,	41.41,	0.809,	290.548,	41.43,	6.758,	
69.25,	125.897,	+1000,	21.257,	5.656,	303.309,	36.451,	3.148,	303.576,	45.875,	13.193,	5.247,	
119.791,	410.354,	+1000,	0.95,	13.553,	406,	12.496,	4.391,	404.028,	89.596,	25.142,	7.851,	
20.725,	3.318,	+1000,	15.223,	32.871,	1.159,	6.211,	11.175,	5.105,	70.285,	49.783,	205.913,	
32.179,	+1000,	+1000,	53.222,	23.599,	1.053,	88.381,	15.582,	4.521,	165.144,	55.307,	105.466,	
341.484,	+1000,	+1000,	9.393,	33.744,	+1000,	16.088,	31.794,	5.788,	166.101,	14.824,	5.246,	
132.594,	104.523,	+1000,	13.685,	4.81,	402.186,	7.522,	21.086,	402.08,	5.838,	23.31,	111.721,	
511.71,	+1000,	+1000,	7.334,	31.364,	202.216,	7.555,	3.471,	401.883,	42.424,	28.763,	9.414,	
3.711,	503.366,	1.169,	10.04,	35.86,	101.084,	6.627,	40.448,	101.505,	64.865,	49.782,	505.134,	
0.638,	+1000,	+1000,	3.515,	18.792,	+1000,	71.113,	15.508,	106.821,	54.851,	57.913,	4.996,	
67.46,	29.692,	+1000,	5.058,	4.569,	1.719,	16.209,	12.989,	3.798,	23.414,	94.633,	104.776,	
203.97,	9.004,	+1000,	25.691,	14.262,	700.905,	8.635,	22.427,	2.369,	48.643,	99.417,	5.805,	
84.452,	220.537,	+1000,	45.452,	4.436,	3.175,	32.426,	92.632,	104.422,	50.81,	36.018,	112.208,	
119.085,	711.446,	+1000,	32.073,	7.288,	1.059,	63.93,	3.218,	0.505,	45.777,	52.762,	406.711,	
399.723,	+1000,	+1000,	22.91,	2.357,	101.375,	134.255,	9.335,	9.268,	222.703,	44.015,	8.065,	
86.605,	14.082,	+1000,	3.358,	0.728,	204.023,	12.215,	41.442,	5.951,	7.647,	30.693,	305.589,	
138.635,	420.438,	+1000,	10.603,	40.266,	111.29,	3.215,	33.026,	1.529,	57.397,	27.974,	112.147,	
