0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
436.316,11.089,31.285,393.079,13.734,331.654,13.776,149.302,25.369,318.769,1000,128.863,36.249,200.632,154.523,141.713,149.615,342.228,419.53,604.434,6.749,358.811,28.873,381.574,183.113,46.452,192.179,1000,481.668,587.413,29.24,52.04,63.249,918.651,547.969,258.796,77.497,466.615,534.91,322.379,711.385,1000,574.636,241.775,333.763,26.59,311.661,414.406,135.77,63.66,1000,1000,3.87,308.803,100.744,1000,521.677,312.541
362.074,1000,60.801,326.12,356.781,17.574,123.821,135.635,64.379,80.459,327.855,325.3,39.336,57.248,16.781,449.659,258.996,320.594,61.605,399.644,644.156,229.278,106.432,57.435,1000,79.872,278.117,71.443,78.4,24.655,347.219,170.693,104.376,379.395,116.84,438.308,46.495,1000,726.232,896.515,1000,216.289,1000,43.592,93.619,208.838,56.367,164.313,244.013,134.052,1000,1000,1000,800.185,107.856,409.312,1000,1000
916.337,320.439,70.632,44.899,212.385,147.079,63.999,173.198,63.119,655.998,918.031,248.777,578.192,37.542,446.997,105.134,540.817,405.638,17.853,72.409,1000,77.24,44.768,547.805,155.02,67.676,331.682,298.206,248.145,323.803,60.305,292.386,1000,161.424,910.842,432.504,147.726,1000,1000,1000,309.08,717.766,274.737,124.369,297.049,104.356,132.484,429.189,71.386,1.806,1000,1000,806.689,509.767,911.393,413.421,308.535,315.4
367.806,403.23,131.217,830.46,199.23,1000,445.861,98.922,89.772,321.584,531.048,50.478,526.617,515.303,217.273,27.349,552.404,59.208,42.522,234.314,187.589,206.657,259.897,288.554,80.15,130.792,421.011,489.18,783.404,883.775,215.01,375.368,172.869,601.824,1000,1000,185.417,1000,1000,1000,257.876,46.624,165.423,683.138,48.263,34.032,795.199,516.289,252.675,547.922,219.885,1000,500.657,1000,11.362,618.611,710.714,500.29
610.147,557.642,79.024,6.216,209.527,132.939,53.538,332.298,12.296,1.174,73.233,17.351,636.08,279.444,659.256,213.552,307.369,68.229,25.167,642.659,165.272,234.35,562.707,81.434,866.595,262.997,2.434,754.022,614.342,558.443,220.277,286.491,1000,205.665,775.071,259.69,114.693,14.624,590.052,294.522,146.481,286.644,170.697,4.617,50.931,67.136,56.553,25.472,47.478,55.366,1000,1000,1000,1000,411.912,508.177,511.568,332.536
405.196,8.225,252.691,820.295,201.043,13.933,150.693,167.042,152.222,556.736,183.476,6.351,286.042,140.604,114.614,1000,46.866,86.166,1.447,51.707,26.695,301.469,734.272,1000,28.015,74.717,60.545,293.306,770.258,1000,114.714,53.233,679.828,93.24,691.628,60.808,460.986,1000,1000,1000,904.745,49.056,314.507,624.997,200.587,1000,341.611,89.589,236.22,6.48,3.765,1000,1000,518.941,110.144,1000,605.506,4.297
143.1,715.416,108.243,82.085,646.135,205.319,141.858,41.396,238.081,22.443,45.226,94.046,78.576,765.536,494.609,150.773,47.754,31.088,1000,357.061,222.999,83.703,117.279,311.733,584.44,252.843,704.504,140.562,352.446,581.944,762.211,36.721,186.412,518.965,1000,241.226,330.099,877.079,225.733,1000,614.571,1000,795.398,448.469,120.599,720.1,291.869,643.005,134.968,134.039,5.283,1000,111.162,402.333,607.697,1000,116.74,11.23
