0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
2.444,1.143,0.097,0.238,11.178,1.708,8.822,15.262,2.212,15.783,0.225,5.077,1.198,0.679,0.888,5.347,3.864,2.27,6.85,6.849,1.431,8.801,1.048,4.116,1.257,1.688,0.916,3.864,10.541,1.326,4.712,6.618,0.605,1.789,5.411,6.733,2.902,1.806,15.49,1.379,3.994,0.833,7.061,3.661,3.734,52.911,0.286,1.97,0.723,1.539,1.534,1.739,102.146,1.911,2.201,4.179,1.892,2.402
2.544,0.532,4.953,2.121,22.964,4.105,1.46,2.427,16.015,11.371,1.654,0.731,4.128,1.039,1.384,1.408,1.7,2.729,0.723,1.599,4.716,4.642,0.321,0.311,20.831,0.279,0.574,0.999,1.036,1.513,4.199,0.341,4.108,10.67,6.582,4.439,0.872,0.319,2.828,0.574,1.08,33.9,37.243,14.475,4.353,2.649,1.25,0.132,1.04,6.937,3.684,3.366,2.883,105.683,4.293,1.275,2.554,1.84
1.522,3.739,1.167,44.792,5.25,4.098,7.701,3.078,0.696,0.716,2.139,6.904,7.296,2.497,2.903,7.859,1.164,0.317,0.484,5.789,1.625,2.281,5.248,0.316,0.989,6.79,3.689,15.296,8.647,2.782,0.291,7.141,2.981,8.252,7.408,13.637,3.906,1.917,3.615,0.872,1.711,0.57,40.734,16.638,15.691,69.149,20.168,1.19,0.933,5.461,1.866,1.544,103.276,2.05,2.361,104.544,2.755,6.326
0.863,48.037,2.052,4.62,1.954,22.305,1.028,0.47,16.468,3.613,15.762,2.471,1.029,0.916,10.179,3.65,1.459,0.903,4.492,2.825,1.78,0.872,6.174,0.36,4.229,1.634,1.794,0.35,1.344,1.74,12.367,1.98,4.65,12.039,0.408,1.661,3.517,10.954,3.71,1.068,5.854,1.154,3.313,1.286,44.731,1.203,1.695,24.743,2.374,2.497,2.856,202.382,2.89,3.96,0.482,5.819,3.716,3.701
3.837,4.074,1.628,4.244,13.822,2.458,3.603,0.663,0.243,3.324,3.032,12.155,3.418,4.635,10.418,10.126,7.539,0.569,7.52,4.413,0.417,10.043,0.707,4.752,4.304,15.447,1.928,1.042,1.154,0.575,0.174,22.323,0.678,1.807,7.372,3.073,0.321,2.173,1.701,2.232,16.107,2.515,0.256,0.602,6.019,19.147,2.854,23.622,9.439,2.962,0.338,0.346,201.792,2.18,3.424,0.497,0.548,6.029
9.21,1.495,13.919,1.699,18.945,11.761,0.198,4.881,5.142,12.472,3.711,7.711,0.819,0.233,5.939,4.302,1.382,2.101,0.406,2.627,0.958,6.512,4.534,5.323,29.348,5.819,1.734,11.461,0.829,6.861,4.952,0.92,8.021,2.4,6.606,0.986,2.825,2.135,2.103,1.101,102.913,11.803,11.793,30.604,11.871,0.135,8.26,36.323,0.897,0.533,0.994,6.633,2.487,2.863,3.275,2.455,2.621,5.081
6.372,11.171,1.256,1.769,0.507,4.809,4.237,8.274,0.33,0.517,0.613,5.852,7.49,4.318,1.195,6.314,3.629,5.212,1.067,0.85,12.075,4.599,4.839,5.894,0.556,2.612,2.575,1.478,3.459,3.618,1.611,0.852,0.698,4.081,2.626,5.884,2.546,0.67,7.503,1.442,0.654,0.867,36.717,4.059,8.763,1.816,21.994,2.025,1.938,4.365,100.556,1.771,104.043,2.363,2.136,11.27,6.101,1.286
