0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.99999,0.999995,0.999999,0.9999995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,0.9,0.9,0.9,0.9,1,1,1,1,1,1.1,1.1,1.1,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6
0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99999,0.999995,0.999999,0.9999995,1,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995,0.99995
100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
0.936,9.132,6.119,11.659,0.947,0.335,1.105,8.666,2.454,1.718,0.524,3.84,0.228,1.938,0.373,6.455,1.82,0.762,0.778,1.375,0.723,0.389,2.037,1.062,1.442,2.086,1.648,9.623,3.342,2.799,1.1,2.01,3.094,0.633,4.979,1.179,2.458,1.124,1.416,10.158,2.804,0.556,2.404,13.047,0.938,10.72,0.576,37.16,2.683,0.479,0.538,0.314,3.877,2.528,1.406,0.803,1.388,2.51
2.194,4.374,3.341,1.091,5.929,0.465,8.004,4.619,1.365,0.464,1.621,2.857,1.181,1.974,0.997,1.898,0.416,1.983,0.86,1.209,2.102,0.365,4.414,1.033,1.017,7.605,3.992,1.421,1.905,3.269,2.018,2.374,0.672,0.564,1.036,2.153,1.088,3.068,2.719,6.874,0.717,11.827,3.068,1.75,26.784,31.985,3.441,3.959,1.578,4.999,0.264,10.099,2.539,9.064,0.582,0.715,100.843,4.973
2.061,0.966,9.856,4.647,0.299,4.618,4.821,6.848,1.117,1.586,19.573,10.049,0.98,8.069,0.648,1.993,3.811,1.518,3.522,3.918,3.41,0.279,9.61,2.65,0.457,1.751,4.814,0.749,1.043,4.753,0.56,1.429,3.949,2.282,2.876,0.177,2.692,2.816,3.44,0.724,328.738,0.718,32.566,0.926,8.945,243.081,1.383,12.752,10.556,0.368,1.007,2.317,1.767,2.906,1.818,4.754,3.788,2.177
5.02,0.808,1.762,0.91,4.672,1.563,0.465,1.591,1.903,1.915,3.86,3.354,1.452,0.809,0.533,1.073,0.412,0.487,0.402,1.552,1.019,0.5,1.701,2.197,2.958,1.339,1.926,0.298,0.8,4.096,2.077,0.911,2.941,1.585,0.699,1.146,4.993,2.93,0.321,3.798,0.545,6.219,0.453,0.898,1.945,7.962,1.844,2.864,1.153,0.394,1.585,8.805,1.977,0.995,0.826,1.342,1.081,4.006
3.312,5.976,2.267,0.166,0.86,1.127,3.051,0.475,1.698,1.851,0.848,1.438,6.551,4.147,0.241,3.828,2.242,2.201,4.472,0.234,1.458,1.359,0.579,2.97,0.66,5.005,3.347,1.155,3.244,0.712,6.034,2.142,2.654,4.517,3.894,4.568,6.053,6.407,1.635,0.556,0.822,1.241,0.273,2.087,0.541,24.904,1.275,9.677,3.592,18.31,10.243,3.555,1.71,0.578,1.934,1.08,1.957,6.572
0.72,0.57,1.055,1.113,1.456,7.01,4.665,0.239,6.872,1.827,1.009,1.442,0.584,3.478,3.628,0.507,1.004,1.82,3.234,7.109,0.36,0.795,0.502,0.844,1.758,0.354,2.056,6.431,0.496,0.345,0.354,0.359,1.44,2.464,1.185,2.748,4.736,1.194,1.714,7.296,119.026,32.305,1.093,5.241,9.449,1.58,18.703,10.203,4.271,1.841,1.01,3.384,4.885,0.557,7.043,12.677,0.694,1.538
0.841,1.397,3.015,12.909,1.578,0.828,1.847,3.712,1.509,1.834,3.865,0.672,1.703,4.963,0.259,2.374,1.378,3.204,1.565,0.214,7.531,0.477,1.999,2.53,3.721,1.243,1.608,4.23,1.695,8.784,5.963,0.314,1.929,0.845,2.039,3.329,3.646,0.85,2.919,0.822,4.189,106.839,58.123,1.975,0.982,30.541,1.345,16.339,1.557,2.563,1.498,3.116,10.661,1.414,0.7,2.131,0.281,0.933
